Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_total_bases	tss_up_5kb_tag_count	tss_up_5kb_tags_kb	tss_up_10kb_total_bases	tss_up_10kb_tag_count	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_total_bases	tes_down_5kb_tag_count	tes_down_5kb_tags_kb	tes_down_10kb_total_bases	tes_down_10kb_tag_count	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct
BN1	66580272	101352455	95929606	48439693	79134353	79134353.0	14580559	2763203	2763203.0	17808982	8621739	8621739.0	85124588	2291334	2291334.0	36626081	313224	313224.0	161455822	578255	578255.0	301139461	747808	747808.0	34601673	1415126	1415126.0	147675048	2061339	2061339.0	279706221	2371169	2371169.0	5422849	78.07837807184839	2.7263306054105945	8.506689847818684	2.2607582618497006	0.3090443147134423	0.5705387205470257	0.7378291921986498	1.39624244918389	2.033832332921783	2.33952793743378	5.3504860834402095
BN2	72402576	101182327	86927277	48439693	66612851	66612851.0	14580559	2420649	2420649.0	17808982	8125136	8125136.0	85124588	3449244	3449244.0	36626081	379787	379787.0	161455822	878294	878294.0	301139461	1225285	1225285.0	34601673	2588500	2588500.0	147675048	4373733	4373733.0	279706221	5094112	5094112.0	14255050	65.83447225917229	2.392363441097772	8.030192861644704	3.408939191525018	0.37534914570604805	0.8680310347082647	1.2109674054047008	2.558253083070525	4.3226254324038225	5.034586721849163	14.08847811930635
BN3	56293414	78586473	70343729	48439693	53800559	53800559.0	14580559	1046588	1046588.0	17808982	9609601	9609601.0	85124588	1772938	1772938.0	36626081	186850	186850.0	161455822	464329	464329.0	301139461	665640	665640.0	34601673	2070072	2070072.0	147675048	3031342	3031342.0	279706221	3448403	3448403.0	8242744	68.46033031664368	1.3317660916020495	12.228059910514116	2.256034572260292	0.2377635652385112	0.5908510488821658	0.8470159998146246	2.6341327215435664	3.8573330552702116	4.388036348189337	10.4887567609759
BN5	58273804	86299724	78800466	48439693	63507351	63507351.0	14580559	2227709	2227709.0	17808982	7028197	7028197.0	85124588	2347945	2347945.0	36626081	273669	273669.0	161455822	586032	586032.0	301139461	791705	791705.0	34601673	1583866	1583866.0	147675048	2501487	2501487.0	279706221	2897559	2897559.0	7499258	73.58928633421817	2.5813628326320024	8.143939139365035	2.7206865690555393	0.31711457153675254	0.6790659029222388	0.9173899559632427	1.8353083029558706	2.8986037081648144	3.3575530322669396	8.689782136499069
MC1	52253306	75273130	62178776	48439693	47537578	47537578.0	14580559	1611389	1611389.0	17808982	4383976	4383976.0	85124588	3072158	3072158.0	36626081	264359	264359.0	161455822	757259	757259.0	301139461	1129435	1129435.0	34601673	2240554	2240554.0	147675048	3825828	3825828.0	279706221	4444240	4444240.0	13094354	63.153449311859355	2.140722725360298	5.824091545017458	4.081347487476607	0.3511996910451312	1.0060150282046196	1.5004490978387641	2.9765654756219115	5.082594546021934	5.904151986239977	17.39578784620754
MC2	55677432	80257152	65709838	48439693	49971890	49971890.0	14580559	1602120	1602120.0	17808982	4982488	4982488.0	85124588	3153492	3153492.0	36626081	261718	261718.0	161455822	766315	766315.0	301139461	1149492	1149492.0	34601673	2398527	2398527.0	147675048	4157601	4157601.0	279706221	4850356	4850356.0	14547314	62.26471878792809	1.996233307655871	6.208154508149006	3.9292348674420943	0.32609928645362346	0.9548245619281381	1.4322611397922518	2.988552347334727	5.180349534456443	6.043518713447495	18.1258786755852
MC3	45408278	61749240	44852812	48439693	31857745	31857745.0	14580559	970476	970476.0	17808982	3365278	3365278.0	85124588	2592049	2592049.0	36626081	212473	212473.0	161455822	665624	665624.0	301139461	1039849	1039849.0	34601673	2196520	2196520.0	147675048	4193117	4193117.0	279706221	5027415	5027415.0	16896428	51.592124858540764	1.5716403958979899	5.449909990795029	4.197701866452121	0.3440900649141593	1.0779468702772699	1.6839867178932082	3.5571611893522896	6.79055645057332	8.141662958119	27.362973212301885
MC4	61251988	83737945	65473494	48439693	46330717	46330717.0	14580559	1345537	1345537.0	17808982	6327772	6327772.0	85124588	3770889	3770889.0	36626081	309004	309004.0	161455822	976516	976516.0	301139461	1488195	1488195.0	34601673	3143977	3143977.0	147675048	5371021	5371021.0	279706221	6210384	6210384.0	18264451	55.32822306542153	1.6068426326917862	7.556636361209963	4.503202222122838	0.3690131158580498	1.166157110733969	1.777205065158931	3.754542818073694	6.414082647956073	7.41645140682638	21.811439246568565
MC5	67802504	96604084	78901240	48439693	59108554	59108554.0	14580559	1961246	1961246.0	17808982	6588083	6588083.0	85124588	3898418	3898418.0	36626081	347081	347081.0	161455822	951026	951026.0	301139461	1406396	1406396.0	34601673	2930615	2930615.0	147675048	5107173	5107173.0	279706221	5938543	5938543.0	17702844	61.18639249247475	2.0301895311175455	6.8196733794401485	4.035458790748433	0.35928191193241893	0.9844573444741735	1.455834931367912	3.033634685672295	5.286705063110996	6.147300149339443	18.325150725511772
MH1	55576846	77028909	63177934	48439693	47094715	47094715.0	14580559	1511662	1511662.0	17808982	5932223	5932223.0	85124588	2458217	2458217.0	36626081	339362	339362.0	161455822	918077	918077.0	301139461	1394574	1394574.0	34601673	2525714	2525714.0	147675048	4113183	4113183.0	279706221	4786543	4786543.0	13850975	61.139013405992806	1.9624606133263551	7.701294328341064	3.1912914669478183	0.4405644639209417	1.1918603183124403	1.8104553447589398	3.278917010235728	5.339791324319549	6.213956632827293	17.981528207805724
MH2	57367130	81917203	69790694	48439693	54717074	54717074.0	14580559	2179321	2179321.0	17808982	5229734	5229734.0	85124588	2281745	2281745.0	36626081	359992	359992.0	161455822	890816	890816.0	301139461	1340917	1340917.0	34601673	2016014	2016014.0	147675048	3407841	3407841.0	279706221	4041903	4041903.0	12126509	66.79558382871056	2.6603947891140765	6.3841706118799	2.78542835501842	0.43945836383109904	1.087459004184994	1.6369174616472197	2.461038617248687	4.160104196916977	4.934132089446462	14.803372864183364
MH3	69550162	101629298	90643868	48439693	72033210	72033210.0	14580559	2962226	2962226.0	17808982	7447977	7447977.0	85124588	2675865	2675865.0	36626081	507046	507046.0	161455822	1076176	1076176.0	301139461	1557388	1557388.0	34601673	2176743	2176743.0	147675048	3377368	3377368.0	279706221	3967202	3967202.0	10985430	70.8783898123551	2.9147362604039633	7.328572711384861	2.632966135415006	0.4989171528076481	1.0589229889199865	1.532420306593085	2.1418459468252946	3.323222797425994	3.9036007116766664	10.809314062171325
MH4	60494474	91998128	85250405	48439693	66750094	66750094.0	14580559	2672244	2672244.0	17808982	8892445	8892445.0	85124588	2449493	2449493.0	36626081	433905	433905.0	161455822	1018866	1018866.0	301139461	1507211	1507211.0	34601673	1786525	1786525.0	147675048	2575766	2575766.0	279706221	2978918	2978918.0	6747723	72.55592635537106	2.9046721472419526	9.665897766963258	2.6625465683388687	0.47164546652514494	1.107485578402204	1.6383061620558192	1.9419145137388012	2.799802622070745	3.238020234498685	7.334630765530359
MH5	45330042	68286459	64793136	48439693	51775893	51775893.0	14580559	2289472	2289472.0	17808982	6010067	6010067.0	85124588	1958186	1958186.0	36626081	306963	306963.0	161455822	711322	711322.0	301139461	1070372	1070372.0	34601673	977362	977362.0	147675048	1453254	1453254.0	279706221	1689146	1689146.0	3493323	75.82161054800045	3.3527466990197867	8.801257362019605	2.8676051279800583	0.449522503429267	1.041673576894652	1.5674732819284127	1.4312676543968987	2.128173024757368	2.473617792950723	5.115689188100967
MN1	84970062	128228922	114953620	48439693	92827908	92827908.0	14580559	2858569	2858569.0	17808982	10117762	10117762.0	85124588	3207520	3207520.0	36626081	369124	369124.0	161455822	879369	879369.0	301139461	1249455	1249455.0	34601673	2505986	2505986.0	147675048	4030424	4030424.0	279706221	4692406	4692406.0	13275302	72.39233283112215	2.2292700861978703	7.890389969900863	2.5014013609191847	0.28786329499050145	0.6857805448914247	0.974394060647254	1.9543063771525742	3.143147378249035	3.65939752655801	10.35281416465468
MN2	57156250	82483823	70383419	48439693	54197726	54197726.0	14580559	1637200	1637200.0	17808982	6477169	6477169.0	85124588	2720250	2720250.0	36626081	279253	279253.0	161455822	749037	749037.0	301139461	1097235	1097235.0	34601673	2247746	2247746.0	147675048	3666635	3666635.0	279706221	4253839	4253839.0	12100404	65.70709749959092	1.984874052212638	7.852653725809969	3.2979193992984537	0.3385548703289371	0.908101701348154	1.3302426586119802	2.7250749519696726	4.445277712212733	5.157179729654383	14.670032934821656
MN3	61457436	94178118	85566153	48439693	70141152	70141152.0	14580559	2347595	2347595.0	17808982	6478476	6478476.0	85124588	2559287	2559287.0	36626081	286148	286148.0	161455822	655454	655454.0	301139461	933420	933420.0	34601673	1645609	1645609.0	147675048	2661595	2661595.0	279706221	3106223	3106223.0	8611965	74.47712216971675	2.492718106768708	6.878960991766686	2.717496435849355	0.3038370335665446	0.6959727099239762	0.9911219504301414	1.7473368919943801	2.826128889090776	3.298242804129936	9.144337541338423
MN4	44586192	70905129	68485277	48439693	55769930	55769930.0	14580559	1448399	1448399.0	17808982	8214253	8214253.0	85124588	1210723	1210723.0	36626081	147756	147756.0	161455822	289288	289288.0	301139461	379855	379855.0	34601673	1026401	1026401.0	147675048	1320336	1320336.0	279706221	1462117	1462117.0	2419852	78.65429593957865	2.042728107863678	11.584850229945989	1.7075252764859932	0.20838548929231904	0.40799305223744814	0.5357228812036997	1.4475694699039332	1.8621163498623632	2.0620750862747883	3.4128024786472073
MN5	60948228	86904685	72212318	48439693	55240379	55240379.0	14580559	1588646	1588646.0	17808982	6421318	6421318.0	85124588	2909834	2909834.0	36626081	283211	283211.0	161455822	796789	796789.0	301139461	1188540	1188540.0	34601673	2484088	2484088.0	147675048	4178550	4178550.0	279706221	4863601	4863601.0	14692367	63.56432797610394	1.8280326313823012	7.388920401702164	3.348305100006979	0.3258869185245882	0.9168539072433207	1.3676362787575838	2.8584051596297715	4.808198775474533	5.596477336060766	16.906300275986272
OC1	63511108	87415347	66771364	48439693	47551477	47551477.0	14580559	1485058	1485058.0	17808982	4863062	4863062.0	85124588	4103749	4103749.0	36626081	353431	353431.0	161455822	1036090	1036090.0	301139461	1549166	1549166.0	34601673	3346292	3346292.0	147675048	6201128	6201128.0	279706221	7218852	7218852.0	20643983	54.39717238667485	1.69885271976327	5.563167300588534	4.694540650853905	0.40431229999006923	1.1852495420512372	1.772189956530173	3.828037198090628	7.093866480905235	8.258105982236735	23.615971003352534
OC2	61707244	87379709	70558060	48439693	52707099	52707099.0	14580559	1599329	1599329.0	17808982	6096042	6096042.0	85124588	3300790	3300790.0	36626081	318608	318608.0	161455822	830937	830937.0	301139461	1242584	1242584.0	34601673	2691378	2691378.0	147675048	4778754	4778754.0	279706221	5612216	5612216.0	16821649	60.31960921270635	1.8303208128102144	6.976496110784714	3.7775245967001334	0.36462469793759555	0.9509496077630563	1.422050970666428	3.08009494515483	5.468951607517942	6.422790902176157	19.251207394156005
OC3	52485222	82478666	79774678	48439693	64614674	64614674.0	14580559	2731116	2731116.0	17808982	7080586	7080586.0	85124588	3234146	3234146.0	36626081	300071	300071.0	161455822	505242	505242.0	301139461	649776	649776.0	34601673	956720	956720.0	147675048	1304050	1304050.0	279706221	1464380	1464380.0	2703988	78.3410754970261	3.3112999184540644	8.584748448768558	3.921190965915962	0.36381650498566503	0.6125729531076558	0.7878109958761943	1.1599605648326077	1.581075523214694	1.7754651851425434	3.2784089888165746
OC4	70463026	95642636	71217102	48439693	50947392	50947392.0	14580559	1637642	1637642.0	17808982	5513279	5513279.0	85124588	3916728	3916728.0	36626081	370678	370678.0	161455822	1040009	1040009.0	301139461	1593441	1593441.0	34601673	3386103	3386103.0	147675048	6446389	6446389.0	279706221	7608620	7608620.0	24425534	53.26849418913966	1.7122510090583452	5.764457391157642	4.095169438868247	0.38756564593221793	1.0873905650195588	1.666036264412453	3.5403697990925305	6.740078765708632	7.955259618733218	25.538332088630426
OC5	60539546	93380192	85450487	48439693	68746708	68746708.0	14580559	2288555	2288555.0	17808982	7461453	7461453.0	85124588	2808831	2808831.0	36626081	324789	324789.0	161455822	670253	670253.0	301139461	925103	925103.0	34601673	1781024	1781024.0	147675048	2806407	2806407.0	279706221	3219837	3219837.0	7929705	73.62022558274457	2.4507927762667268	7.990402290027418	3.0079516221170333	0.3478135919874742	0.7177678538077968	0.9906844055321711	1.907282435229947	3.005355782519702	3.4480942168120623	8.491849106500018
OH1	68462322	100039540	87966072	48439693	66726022	66726022.0	14580559	2528367	2528367.0	17808982	9246521	9246521.0	85124588	3302186	3302186.0	36626081	511664	511664.0	161455822	1176640	1176640.0	301139461	1673287	1673287.0	34601673	2463287	2463287.0	147675048	3903832	3903832.0	279706221	4489689	4489689.0	12073468	66.69964895880169	2.5273676788197945	9.24286637063705	3.3008808317191383	0.5114617680169261	1.1761749404285546	1.6726256438204332	2.462313401281133	3.9022890349155945	4.4879144786151555	12.068696037586738
OH2	54694136	83494609	78938972	48439693	62975440	62975440.0	14580559	2319459	2319459.0	17808982	8514405	8514405.0	85124588	1797762	1797762.0	36626081	436245	436245.0	161455822	842792	842792.0	301139461	1110772	1110772.0	34601673	1489664	1489664.0	147675048	1982305	1982305.0	279706221	2221134	2221134.0	4555637	75.4245582490242	2.7779745636032622	10.197550598745844	2.1531473966181456	0.5224828347899683	1.009396906092464	1.3303517595968382	1.7841439319752967	2.374171247391553	2.6602124695260265	5.456204962885688
OH3	72657314	105919714	91723375	48439693	70136429	70136429.0	14580559	2793518	2793518.0	17808982	8274915	8274915.0	85124588	3654381	3654381.0	36626081	531742	531742.0	161455822	1385462	1385462.0	301139461	2034819	2034819.0	34601673	2425419	2425419.0	147675048	4096992	4096992.0	279706221	4829313	4829313.0	14196339	66.21659590206221	2.6373919400877535	7.812440845525696	3.450142435241092	0.5020236365064203	1.3080303445683399	1.92109563286774	2.2898655107773425	3.8680164865248785	4.559409025594612	13.402924218620907
OH4	54056896	72927670	57455766	48439693	40233502	40233502.0	14580559	1571752	1571752.0	17808982	5200825	5200825.0	85124588	3436964	3436964.0	36626081	414818	414818.0	161455822	1136175	1136175.0	301139461	1669168	1669168.0	34601673	2640859	2640859.0	147675048	4559434	4559434.0	279706221	5343555	5343555.0	15471904	55.169049004307965	2.1552203710882303	7.131483838713069	4.712839447633526	0.5688074224776413	1.5579477583748391	2.2887992993605857	3.621203035829885	6.251994613292869	7.327198304840947	21.215409734055672
OH5	63088400	84462889	63849238	48439693	44515966	44515966.0	14580559	1496559	1496559.0	17808982	6253369	6253369.0	85124588	3579001	3579001.0	36626081	423205	423205.0	161455822	1106722	1106722.0	301139461	1632012	1632012.0	34601673	2982088	2982088.0	147675048	5423016	5423016.0	279706221	6372331	6372331.0	20613651	52.7047636270173	1.7718539085254355	7.4036882636112535	4.237365122568801	0.5010543743063299	1.3103056420435724	1.9322237485861986	3.5306488273210737	6.42059023105402	7.544533552481256	24.405571777209754
ON1	59084990	82215880	64969161	48439693	47895448	47895448.0	14580559	1413622	1413622.0	17808982	5703809	5703809.0	85124588	3144975	3144975.0	36626081	317296	317296.0	161455822	864020	864020.0	301139461	1277868	1277868.0	34601673	2724274	2724274.0	147675048	4744864	4744864.0	279706221	5533439	5533439.0	17246719	58.255714102920265	1.7194026263539355	6.937600132723751	3.825264656900832	0.38593030932710326	1.0509161976980603	1.5542836736649903	3.3135618082540743	5.771225704815177	6.730377391812871	20.977357415623356
ON2	53044480	76398021	63590955	48439693	48365120	48365120.0	14580559	1413615	1413615.0	17808982	6031862	6031862.0	85124588	2488731	2488731.0	36626081	268472	268472.0	161455822	667957	667957.0	301139461	987858	987858.0	34601673	2126574	2126574.0	147675048	3668640	3668640.0	279706221	4303769	4303769.0	12807066	63.306770734283816	1.850329342955101	7.895311843221699	3.2575856906031637	0.35141224404229005	0.8743119144408205	1.2930413472359448	2.7835459245730982	4.8020092038771525	5.6333514188803395	16.763609622819942
ON3	59529270	82051711	62749217	48439693	44282271	44282271.0	14580559	1204989	1204989.0	17808982	6567000	6567000.0	85124588	3264796	3264796.0	36626081	293532	293532.0	161455822	851652	851652.0	301139461	1308694	1308694.0	34601673	2856335	2856335.0	147675048	5223334	5223334.0	279706221	6121467	6121467.0	19302494	53.9687356428192	1.4685726663274579	8.003489409258023	3.978949323798988	0.3577402548010242	1.0379454488158084	1.5949624743352395	3.4811400825023626	6.365905032742096	7.460498904160573	23.524791579300523
ON4	92802706	132277643	110583154	48439693	83513227	83513227.0	14580559	2771007	2771007.0	17808982	9551850	9551850.0	85124588	5194771	5194771.0	36626081	528511	528511.0	161455822	1386088	1386088.0	301139461	2013578	2013578.0	34601673	3805098	3805098.0	147675048	6515593	6515593.0	279706221	7538721	7538721.0	21694489	63.13480124528677	2.0948415296453384	7.221061536453292	3.9271723340277545	0.39954673217151293	1.0478626384354308	1.5222360743152947	2.8765994870350085	4.925694812992699	5.699164899695106	16.400722380576436
ON5	75158788	114296644	102751457	48439693	81027957	81027957.0	14580559	2373623	2373623.0	17808982	10683845	10683845.0	85124588	3193914	3193914.0	36626081	347636	347636.0	161455822	787245	787245.0	301139461	1113947	1113947.0	34601673	2395699	2395699.0	147675048	3790644	3790644.0	279706221	4358171	4358171.0	11545187	70.89268255330401	2.076721517737651	9.34747042966546	2.7944075068380836	0.30415241238404167	0.688773504145931	0.9746104181326619	2.0960361705808266	3.3164963268737795	3.813034965401084	10.101072608921045
WC1	63225656	90368500	73226865	48439693	54931557	54931557.0	14580559	1598377	1598377.0	17808982	6880005	6880005.0	85124588	3131326	3131326.0	36626081	296726	296726.0	161455822	803229	803229.0	301139461	1224324	1224324.0	34601673	2590539	2590539.0	147675048	4641156	4641156.0	279706221	5461276	5461276.0	17141635	60.786177705727106	1.7687324676186944	7.613277856775315	3.465063600701572	0.3283511400543331	0.8888373714292037	1.3548127942811932	2.866639371019769	5.135811704299618	6.0433403232321	18.96859525166402
WC2	41504862	62034473	53928132	48439693	42164418	42164418.0	14580559	1352046	1352046.0	17808982	4862992	4862992.0	85124588	1933724	1933724.0	36626081	203451	203451.0	161455822	493225	493225.0	301139461	718775	718775.0	34601673	1439641	1439641.0	147675048	2503372	2503372.0	279706221	2896177	2896177.0	8106341	67.96933376060115	2.1795075135078523	7.839176775145653	3.117176477021091	0.3279644206858983	0.7950821150685039	1.1586702767669197	2.3207112600118327	4.035452997239132	4.668657377003912	13.067477819953432
WC3	63964788	97884479	87086084	48439693	68279510	68279510.0	14580559	2087572	2087572.0	17808982	9346273	9346273.0	85124588	2727145	2727145.0	36626081	274616	274616.0	161455822	622994	622994.0	301139461	893918	893918.0	34601673	1948555	1948555.0	147675048	3255492	3255492.0	279706221	3751666	3751666.0	10798395	69.75519581608029	2.132689494112749	9.548268627960924	2.7860852178617614	0.28055111781307024	0.6364584113483406	0.9132377360868418	1.9906679995712089	3.325851077983467	3.832748601542845	11.031774506354578
WC4	72237686	114417517	108060892	48439693	86688310	86688310.0	14580559	2470882	2470882.0	17808982	12762661	12762661.0	85124588	2545222	2545222.0	36626081	274563	274563.0	161455822	529181	529181.0	301139461	717651	717651.0	34601673	1779086	1779086.0	147675048	2559768	2559768.0	279706221	2876166	2876166.0	6356625	75.7648935870545	2.1595312193324383	11.1544642242149	2.224503788174323	0.2399658786512558	0.46249998590687824	0.6272212671771229	1.5549070165541172	2.237216876503272	2.513746212478986	5.555639701567724
WC5	97914874	149895494	134240301	48439693	106522402	106522402.0	14580559	3223786	3223786.0	17808982	13739636	13739636.0	85124588	3858756	3858756.0	36626081	435067	435067.0	161455822	963394	963394.0	301139461	1370498	1370498.0	34601673	2868750	2868750.0	147675048	4787125	4787125.0	279706221	5525223	5525223.0	15655193	71.06444573977654	2.1506890660769296	9.166143446580188	2.5742975302513096	0.2902468836054538	0.6427104473200509	0.9143023338646857	1.9138333804750662	3.193641698128698	3.6860500956753244	10.444071787775021
WH1	52168572	76875805	67701860	48439693	52186816	52186816.0	14580559	1861437	1861437.0	17808982	7078383	7078383.0	85124588	2152005	2152005.0	36626081	379198	379198.0	161455822	777879	777879.0	301139461	1098139	1098139.0	34601673	1873895	1873895.0	147675048	2876281	2876281.0	279706221	3325080	3325080.0	9173945	67.88457824929442	2.4213561080758765	9.207556265589673	2.799326784285381	0.4932605258572577	1.0118645261665877	1.428458537767507	2.4375614668360224	3.7414645609239474	4.32526202489847	11.933462030088661
WH2	69424338	102469117	91085046	48439693	71761733	71761733.0	14580559	2824866	2824866.0	17808982	8194262	8194262.0	85124588	2660242	2660242.0	36626081	565401	565401.0	161455822	1143998	1143998.0	301139461	1638503	1638503.0	34601673	2212892	2212892.0	147675048	3393098	3393098.0	279706221	4005440	4005440.0	11384071	70.0325474650084	2.75679744561476	7.99681137098117	2.5961402595086285	0.5517769807658243	1.1164319879910745	1.5990212934107746	2.1595696974728495	3.311337210020069	3.9089240907579987	11.109758074718258
