Sample	DupRadar_mqc-generalstats-dupradar-dupRadar_intercept	QualiMap_mqc-generalstats-qualimap-5_3_bias	QualiMap_mqc-generalstats-qualimap-reads_aligned	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Salmon_mqc-generalstats-salmon-percent_mapped	Salmon_mqc-generalstats-salmon-num_mapped	HISAT2_mqc-generalstats-hisat2-overall_alignment_rate	Biotype Counts_mqc-generalstats-biotype_counts-percent_rRNA	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
BN3_2										2.328931913206695	84.37423914588733	54.0	151.0	9.090909090909092	29604417.0
BN5	0.427785282302744	1.04	29136902.0	78.685698980626	22926575	59.10655705940617	17875745	96.34							
BN5.sorted									0.4534864951279401						
BN5_1										1.7693263206609535	76.30741118132251	52.0	151.0	27.27272727272727	30287610.0
BN5_2										1.9599915477863394	75.67140576155992	52.0	151.0	9.090909090909092	30287610.0
MC1	0.401350692697096	0.99	26126653.0	61.467544273658014	16059412	47.16220379561938	13437407	91.7							
MC1.sorted									1.3425665603898582						
MC1_1										1.6187141792122062	78.41830414600038	53.0	151.0	18.181818181818183	28531847.0
MC1_2										1.8169064677443902	76.46730284344538	53.0	151.0	9.090909090909092	28531847.0
MC2	0.420432368336902	0.96	27838716.0	60.862210742765576	16943258	46.18661232441666	14109593	91.13							
MC2.sorted									1.4269472050935648						
MC2_1										1.9235617539087022	80.02347495862675	52.0	151.0	18.181818181818183	30602184.0
MC2_2										2.1783868984233843	77.12613844380695	52.0	151.0	9.090909090909092	30602184.0
MC3	0.31235234719075	0.9	22704139.0	48.82170162894087	11084547	36.53473966279965	9284820	89.34							
MC3.sorted									3.3382349272461065						
MC3_1										1.668617847753871	80.27688216486303	53.0	151.0	18.181818181818183	25499555.0
MC3_2										2.1106064205164072	76.9981052464541	53.0	151.0	9.090909090909092	25499555.0
MC4	1.14798777704314	0.94	30625994.0	55.441253596536335	16979435	39.997446348949225	13576556	90.23							
MC4.sorted									2.110853737582844						
MC4_1										1.7438499494377326	88.52002807103636	53.0	151.0	18.181818181818183	34052852.0
MC4_2										2.2045927371568026	84.70615063322548	53.0	151.0	9.090909090909092	34052852.0
MC5	0.439459169294823	0.98	33901252.0	61.07755548379157	20706056	45.22027010094297	16799414	91.25							
MC5.sorted									1.515349657652726						
MC5_1										1.5783110621687944	80.828164827112	53.0	151.0	18.181818181818183	37195426.0
MC5_2										1.7504288036145246	79.96573469862466	53.0	151.0	9.090909090909092	37195426.0
MH1	0.917813707089986	0.89	27788423.0	63.57606547158146	17666786	45.84532952377872	14117680	90.24							
MH1.sorted									1.3799447818101032						
MH1_1										1.736701431127537	86.39957185977161	54.0	151.0	18.181818181818183	30843313.0
MH1_2										1.9791819535346673	83.49684595455425	54.0	151.0	9.090909090909092	30843313.0
MH2	0.484660309639748	0.96	28683565.0	68.81353137240785	19738174	51.779595176274306	16349242	90.84							
MH2.sorted									0.9379551395390252						
MH2_1										1.7155306083461954	80.29779477089663	54.0	151.0	18.181818181818183	31619574.0
MH2_2										1.9040977885139223	79.7725023962122	54.0	151.0	9.090909090909092	31619574.0
MH3	0.563109416310421	0.99	34775081.0	76.3090012644399	26536517	55.74053200138857	21448775	90.37							
MH3.sorted									0.6319824218461725						
MH3_1										1.5855568424964932	81.05924544954061	54.0	151.0	18.181818181818183	38530338.0
MH3_2										1.762855524529736	80.39079469609894	54.0	151.0	9.090909090909092	38530338.0
MH4	0.538931534634166	0.82	30247237.0	81.88946646597837	24769301	57.07424556587862	19332213	89.3							
MH4.sorted									0.25007426101361085						
MH4_1										1.7039404936363793	77.93578310393548	51.0	151.0	27.27272727272727	33958445.0
MH4_2										2.0522986314207112	75.19461141736673	51.0	151.0	18.181818181818183	33958445.0
MH5	0.248950525030186	0.86	22665021.0	85.76150447864134	19437863	62.032073632521325	15433503	91.1							
MH5.sorted									0.08255825262967219						
MH5_1										1.9749520601114618	69.11855234214556	53.0	151.0	27.27272727272727	24908501.0
MH5_2										2.0122001482133953	65.77958422280945	53.0	151.0	18.181818181818183	24908501.0
MN1	0.365434254614135	0.99	42485031.0	75.65512191811746	32142102	57.2135563216195	26648139	91.22							
MN1.sorted									0.6201694129701224						
MN1_1										2.0146198588686057	79.99021943008185	53.0	151.0	18.181818181818183	46727270.0
MN1_2										2.3358530417374994	78.72599778421453	53.0	151.0	9.090909090909092	46727270.0
MN2	0.278791746489635	0.93	28578125.0	67.61629043193001	19323468	50.01631995909087	15637801	91.4							
MN2.sorted									0.9938110316767895						
MN2_1										1.6714235834135969	76.96811766102613	53.0	151.0	18.181818181818183	31319861.0
MN2_2										1.8930799848299125	76.79159435651401	53.0	151.0	9.090909090909092	31319861.0
MN3	0.343869822829356	1.0	30728718.0	77.08661324562905	23687728	59.59952476819189	20136569	90.95							
MN3.sorted									0.570549818827607						
MN3_1										1.5817307341235445	76.45792110904809	53.0	151.0	27.27272727272727	33900220.0
MN3_2										2.045649230016718	74.62821765018015	53.0	151.0	9.090909090909092	33900220.0
MN4	0.184427404022646	0.81	22293096.0	89.31675977172485	19911471	63.40427074844385	15405666	91.75							
MN4.sorted									0.03498479573661206						
MN4_1										2.149476354313291	70.4513100750991	52.0	151.0	27.27272727272727	24327529.0
MN4_2										2.3109781003638674	69.64048464717264	53.0	151.0	18.181818181818183	24327529.0
MN5	0.359449702553721	0.95	30474114.0	63.89206918370128	19470542	47.70484413226979	16068353	90.47							
MN5.sorted									1.282082951497924						
MN5_1										1.6813451146739367	81.1159972005358	53.0	151.0	18.181818181818183	33780120.0
MN5_2										2.10291778808921	78.62077802128297	53.0	151.0	9.090909090909092	33780120.0
OC1	0.404489562023999	0.95	31755554.0	52.47198017707391	16662768	39.59279144044735	13929583	90.26							
OC1.sorted									2.569816852754521						
OC1_1										1.5899279065088718	83.59097869838206	53.0	151.0	18.181818181818183	35323004.0
OC1_2										2.1510499792109288	80.1082451804915	53.0	151.0	9.090909090909092	35323004.0
OC2	0.438771921351666	0.92	30853622.0	60.26541065421752	18594062	43.99422076122495	15014206	90.41							
OC2.sorted									1.93806554403287						
OC2_1										1.4751723148818536	81.8086431809221	53.0	151.0	18.181818181818183	34207834.0
OC2_2										1.7961921736585038	80.58556091315495	53.0	151.0	9.090909090909092	34207834.0
OC3	0.203918233926812	0.88	26242611.0	88.17902685064378	23140479	63.79520355916054	18392265	91.02							
OC3.sorted									0.018356763768000623						
OC3_1										2.016031934563318	68.47376548674613	52.0	151.0	27.27272727272727	28882094.0
OC3_2										2.215555382097538	65.50262297904725	52.0	151.0	18.181818181818183	28882094.0
OC4	0.812193168454962	0.95	35231513.0	51.87405661516722	18276015	38.10270217672994	14840892	90.45							
OC4.sorted									3.1086746968185266						
OC4_1										1.6222088533747188	87.7091192118106	54.0	151.0	18.181818181818183	39018456.0
OC4_2										1.9082806413049915	85.94355771274421	54.0	151.0	9.090909090909092	39018456.0
OC5	0.377365315754895	0.92	30269773.0	78.22275046463018	23677849	57.758632079930706	19234343	90.9							
OC5.sorted									0.5109043152483753						
OC5_1										1.5755152194365845	75.69635555293014	52.0	151.0	27.27272727272727	33380306.0
OC5_2										1.9081259216832187	73.8404040203612	52.0	151.0	9.090909090909092	33380306.0
OH1	0.319309815259991	0.78	34231161.0	73.25966828878518	25077635	50.63885055749747	19332911	89.66							
OH1.sorted									0.8400818892268505						
OH1_1										1.635330968924579	77.64842605739847	52.0	151.0	18.181818181818183	38233587.0
OH1_2										1.8433940006900806	76.11960753794261	52.0	151.0	9.090909090909092	38233587.0
OH2	0.497614391159658	0.81	27347068.0	86.54097762875347	23666420	59.96444113308708	18301879	89.6							
OH2.sorted									0.18607908981941948						
OH2_1										1.90177212280884	77.07826429169364	53.0	151.0	27.27272727272727	30574040.0
OH2_2										2.1297841121343986	76.93800997140706	53.0	151.0	18.181818181818183	30574040.0
OH3	0.64054975179729	0.91	36328657.0	70.18658025260885	25497842	50.725227455592005	20653101	89.23							
OH3.sorted									0.8190424712637225						
OH3_1										1.6837544083454559	80.04459429304556	52.0	151.0	18.181818181818183	40813596.0
OH3_2										2.027536111620729	78.07098561734573	52.0	151.0	9.090909090909092	40813596.0
OH4	0.278704213329351	0.85	27028448.0	57.192066669902765	15458128	40.45683553456738	12171477	89.84							
OH4.sorted									1.8901333121516608						
OH4_1										1.80118180479394	76.418196768786	52.0	151.0	18.181818181818183	30126591.0
OH4_2										2.018538202162903	74.55376703488353	52.0	151.0	9.090909090909092	30126591.0
OH5	0.511058808172041	0.83	31544200.0	54.338544011260396	17140659	38.060309543169964	13383901	89.7							
OH5.sorted									2.932581310972029						
OH5_1										1.6351230081677037	83.57483861330198	53.0	151.0	18.181818181818183	35223386.0
OH5_2										1.871728719629849	82.42323086165837	53.0	151.0	9.090909090909092	35223386.0
ON1	0.378986726841916	0.82	29542495.0	58.04160752163959	17146939	42.937114829048674	13925168	91.09							
ON1.sorted									2.44720997055591						
ON1_1										1.9199072806388642	81.4479520496564	53.0	151.0	18.181818181818183	32469891.0
ON1_2										2.1255777385715184	79.3973815199908	53.0	151.0	9.090909090909092	32469891.0
ON2	0.373951501513456	0.86	26522240.0	64.6271129437031	17140558	47.27755323062848	13807738	90.81							
ON2.sorted									1.7285293280487914						
ON2_1										1.6390690534164203	80.16562019630412	53.0	151.0	18.181818181818183	29261654.0
ON2_2										1.913596431997375	77.10898355631682	53.0	151.0	9.090909090909092	29261654.0
ON3	0.305115165046543	0.78	29764635.0	54.32524537928989	16169711	38.67941184584402	12759019	90.23							
ON3.sorted									2.63656254903248						
ON3_1										1.8032794562394463	81.21674399230534	52.0	151.0	18.181818181818183	33071144.0
ON3_2										2.164370383914194	78.35714796075311	52.0	151.0	9.090909090909092	33071144.0
ON4	0.422132416153906	0.86	46401353.0	64.6036097266388	29976949	47.78286772023587	24272949	91.34							
ON4.sorted									1.570412147377049						
ON4_1										1.4983163175728633	81.59669310003076	53.0	151.0	18.181818181818183	50862284.0
ON4_2										1.691722681391946	80.69024602131847	53.0	151.0	9.090909090909092	50862284.0
ON5	0.55540560856485	0.84	37579394.0	76.1420820144146	28613733	54.82855455640541	22589677	91.21							
ON5.sorted									0.6918517231636458						
ON5_1										1.6030121105348227	81.80832620778101	52.0	151.0	27.27272727272727	41260004.0
ON5_2										1.8160355913099138	79.26261856768112	52.0	151.0	9.090909090909092	41260004.0
WC1	0.483381305289802	0.76	31612828.0	60.8885608082896	19248596	44.81070475227166	15496951	91.41							
WC1.sorted									1.8170959776711233						
WC1_1										1.6417597987382115	83.28805940111212	53.0	151.0	18.181818181818183	34634926.0
WC1_2										1.842950541575838	82.27205683995018	53.0	151.0	9.090909090909092	34634926.0
WC2	0.249715147290143	0.9	20752431.0	69.81223549183225	14487736	52.141856899908454	11772261	91.92							
WC2.sorted									0.8476395054344524						
WC2_1										1.6803370719292072	75.54831470173214	53.0	151.0	18.181818181818183	22618148.0
WC2_2										1.9462931721849	74.54995529033133	53.0	151.0	9.090909090909092	22618148.0
WC3	0.459843625936405	0.86	31982394.0	74.07838512651679	23692041	53.52114560217183	18643824	91.81							
WC3.sorted									0.7459476345384168						
WC3_1										1.8100144650391943	80.98028399875842	52.0	151.0	18.181818181818183	34877429.0
WC3_2										2.000940292363077	80.34555462270984	52.0	151.0	9.090909090909092	34877429.0
WC4	0.531205198331639	0.78	36118843.0	84.2904353276211	30444730	60.44439876871826	23773022	91.83							
WC4.sorted									0.22659026178523312						
WC4_1										1.9966963333061705	80.3375356708815	52.0	151.0	27.27272727272727	39387899.0
WC4_2										2.1761685894764664	79.2237369598498	52.0	151.0	18.181818181818183	39387899.0
WC5	0.662913560810153	0.85	48957437.0	75.84517138836333	37131852	55.42487732209004	29650533	91.51							
WC5.sorted									0.8519763274838117						
WC5_1										1.948495731960029	83.90889020898689	53.0	151.0	18.181818181818183	53584258.0
WC5_2										2.1786588864877006	82.27262311857574	53.0	151.0	9.090909090909092	53584258.0
WH1	0.312891508267913	0.83	26084286.0	74.53160880079294	19441038	52.4363821504662	15164328	90.2							
WH1.sorted									0.7119006589376929						
WH1_1										2.3637706266437455	75.634080627584	52.0	151.0	18.181818181818183	28958124.0
WH1_2										2.5109380118904028	75.03093363948432	52.0	151.0	9.090909090909092	28958124.0
WH2	0.404289030676357	0.9	34712169.0	75.69234581682292	26274455	54.83789725400585	21183849	89.86							
WH2.sorted									0.6379002310601496						
WH2_1										1.5828868027741754	78.52274538736403	53.0	151.0	18.181818181818183	38689604.0
WH2_2										1.791305985072838	77.409964212248	53.0	151.0	9.090909090909092	38689604.0
WH3	0.299412087625585	0.86	24999975.0	72.6979726979727	18174475	52.90345362144087	14592476	90.63							
WH3.sorted									0.7070610490891477						
WH3_1										2.4417750093504633	74.58819874947588	53.0	151.0	18.181818181818183	27625557.0
WH3_2										2.5536889195735317	74.32308611567431	53.0	151.0	9.090909090909092	27625557.0
WH4	0.366879427891702	0.86	26700239.0	59.4154718989594	15864073	42.3904589180765	12621292	89.68							
WH4.sorted									1.87769225660343						
WH4_1										1.7968071786140756	81.3989320696397	53.0	151.0	18.181818181818183	29819871.0
WH4_2										2.003277040128956	80.26919067457683	53.0	151.0	9.090909090909092	29819871.0
WH5	0.385592147254159	0.8	37657768.0	54.38783838702284	20481246	38.90737214244009	16217907	90.34							
WH5.sorted									2.7409446847387526						
WH5_1										1.9200015786360138	83.4512120731753	53.0	151.0	18.181818181818183	41730719.0
WH5_2										2.1115581799489878	82.3456509183016	53.0	151.0	9.090909090909092	41730719.0
WN1	0.434518384623629	0.83	41276701.0	70.10812952323879	28938323	53.86398104770001	24232951	91.75							
WN1.sorted									1.094207364461894						
WN1_1										1.455211371094166	83.24825060627963	54.0	151.0	18.181818181818183	45059626.0
WN1_2										1.6644390110505656	80.86798625263754	54.0	151.0	9.090909090909092	45059626.0
WN2	0.665242159569136	0.82	32369984.0	77.75656608294894	25169788	58.95143351542708	20697056	92.2							
WN2.sorted									0.6578429377398342						
WN2_1										1.7109208437838828	83.68930848374433	54.0	151.0	18.181818181818183	35150010.0
WN2_2										1.8908216150008688	82.56859438790727	54.0	151.0	9.090909090909092	35150010.0
WN3	0.395270376781768	0.79	38917634.0	77.76652095551339	30264890	56.1755375576923	23711527	92.2							
WN3.sorted									0.5151585713835333						
WN3_1										1.694116406910098	81.13681186173876	53.0	151.0	27.27272727272727	42262923.0
WN3_2										1.8693755634622986	80.78848371942924	53.0	151.0	9.090909090909092	42262923.0
WN4	0.344690359075706	0.82	36417561.0	78.11472053276715	28447476	56.64366807522656	22503691	91.67							
WN4.sorted									0.5711015588542592						
WN4_1										1.7713365800312055	79.83474075120502	53.0	151.0	27.27272727272727	39777505.0
WN4_2										1.9627969351185364	77.36967694392973	53.0	151.0	9.090909090909092	39777505.0
WN5	0.452043968531631	0.82	51959954.0	73.85685329898483	38375987	53.75010096194763	30485398	91.61							
WN5.sorted									0.9585448981225169						
WN5_1										1.9870905926386442	84.4457709251408	53.0	151.0	18.181818181818183	56823778.0
WN5_2										2.2425810631039207	83.49220628310908	53.0	151.0	9.090909090909092	56823778.0
