Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151
BR735_1 - Adapter 1	3947728	1529970	615506	335830	295801	266950	238327	236288	221709	209356	195797	189129	174691	162331	154332	140603	133534	123596	100345	97907	90210	79656	75009	70058	63073	54939	52483	46453	42379	38749	33109	32353	29240	27716	25021	24034	21933	20153	17782	17400	15543	15481	14541	13696	14239	11685	19537	2536	7562	9124	9363	5936	7569	7229	6448	5925	7193	5182	5120	5179	4893	2520	1811	5368	2696	2396	1727	5607	1977	2443	1043	440	261	527	1087	1254	1141	1136	1104	901	850	759	725	684	629	576	588	472	454	442	380	387	316	263	293	237	244	241	232	227	205	171	158	134	129	111	82	92	100	75	92	89	53	55	43	45	61	44	47	38	35	34	23	28	34	23	46	22	18	19	24	30	34	16	16	54	26	19	30	19	18	42	17	11	13	30	11	67	35	44	14166
BR735_2 - Adapter 1	4288914	1572292	685328	354261	299481	268628	240253	257393	197062	212943	185700	188987	173486	175753	132766	140691	143512	98728	108786	98210	83829	79916	73628	70219	66185	53729	47226	49004	37325	37873	33462	30706	29425	27084	25794	25173	25806	15172	30437	14764	10187	14412	11274	24888	5243	24887	11746	4370	11863	4591	4294	4990	3684	4148	6002	7170	4005	5080	7029	3437	3342	4700	3274	2608	4055	4614	3023	2462	3148	1673	1613	1538	826	454	369	353	348	461	563	635	683	626	624	597	570	550	524	427	441	419	360	353	325	265	279	227	252	237	219	209	212	172	148	123	119	123	84	103	93	78	91	74	66	70	61	75	38	66	55	35	39	32	17	25	25	28	18	26	13	22	28	35	31	21	24	43	43	47	30	30	19	40	20	17	13	33	9	65	31	12	34
BR736_1 - Adapter 1	3433908	1375951	545146	293157	259632	235470	209586	213212	195360	189123	176202	169396	154263	145783	135412	123613	118719	109701	93365	89808	85117	75052	72609	65407	59535	52243	51168	45877	42770	40619	35226	36804	31675	30432	30077	27284	25369	24199	23301	22164	21583	21285	21405	18374	19375	17324	28722	4845	12974	15087	15595	11118	13388	13135	11970	11166	13443	9740	10357	11414	9635	6174	4344	11704	6745	6005	3934	12913	5379	6725	2857	1255	678	1310	3076	3319	3252	3048	2866	2530	2390	2070	1933	1874	1742	1746	1564	1469	1423	1291	1171	1030	941	776	719	735	750	697	702	637	602	535	396	376	311	287	262	252	250	269	226	252	162	125	133	94	122	96	87	93	77	63	58	60	43	33	41	22	37	25	40	45	42	23	21	40	23	22	29	22	27	53	28	44	16	38	33	73	64	130	52393
BR736_2 - Adapter 1	3717044	1435318	612363	307068	263230	236751	211293	231150	172971	192705	168405	170400	154379	161598	117382	120555	145817	71596	115075	84917	69235	75901	70154	66666	66117	51242	43970	50250	36487	43068	32820	37999	32187	30668	26023	31454	24246	40651	6465	21977	35387	12649	15686	32233	7187	37412	20547	7877	23372	9455	7800	9539	6677	7220	11139	13848	7602	9741	15266	7111	6901	10884	7707	5142	10142	12375	7563	6571	7862	3691	3694	3320	1824	1006	811	830	802	1204	1391	1728	1802	1745	1655	1685	1624	1607	1422	1345	1319	1204	1095	1001	863	761	678	689	712	680	668	607	604	512	377	363	309	285	261	255	263	270	216	216	163	120	136	103	113	107	100	97	66	73	61	54	38	33	47	20	25	25	19	27	32	20	21	45	31	44	41	35	14	59	38	41	21	41	19	73	35	13	31
BR737_1 - Adapter 1	4097979	1623342	648314	360091	319630	291176	258149	255896	230280	219954	205205	198923	185492	173803	167501	152714	145086	131411	106854	102543	93740	83692	80486	74586	68502	59380	57063	50279	45884	42159	34795	34404	32199	30850	27639	27226	26814	20578	21035	19930	18197	16054	16206	15648	16647	12295	22916	2703	8506	10418	10049	7139	8176	7913	7362	6895	7852	5793	5857	6237	4867	3192	2196	5735	3406	2998	1933	5994	2594	3030	1133	536	301	583	1274	1397	1304	1272	1175	1005	910	775	745	679	641	589	632	533	522	482	394	383	348	290	280	257	227	245	281	221	229	206	173	138	122	127	103	91	78	83	71	91	55	57	45	48	71	45	33	35	32	45	24	32	42	21	31	12	22	26	20	17	32	26	16	43	30	20	22	16	11	30	19	32	8	34	27	91	41	94	22653
BR737_2 - Adapter 1	4492283	1655720	720947	371488	325372	293591	257132	268723	214733	219063	199251	198452	183752	190545	145194	150863	168340	92430	126498	96503	81457	83877	78591	72636	72011	57462	54797	51037	42086	39735	36861	33751	31157	29672	27666	27608	34317	13626	21712	19039	28633	12459	11433	19161	10714	36432	13917	5536	15084	2270	6817	1832	2950	1588	6982	10401	2799	5983	12299	3166	2460	8505	2608	1041	6471	9179	1499	1593	1140	482	718	1003	399	393	418	432	438	616	803	813	784	722	657	626	573	527	562	490	518	465	369	368	326	292	262	246	222	262	268	206	236	201	168	125	123	155	112	99	81	86	91	72	63	71	58	76	40	65	41	36	46	28	47	38	27	47	14	32	18	32	24	43	22	19	35	31	38	26	14	43	7	34	12	40	14	19	21	64	24	20	34
BR738_1 - Adapter 1	4500159	1780333	706399	382577	335644	304026	271643	274998	249336	244384	223009	218234	198668	188052	174715	158531	150158	139273	116699	111810	106210	92053	87429	80930	72300	62519	59149	52429	48527	45585	38314	38858	34370	31674	29433	27698	25033	22790	21662	21050	18692	17041	16762	15681	15809	14550	22731	2920	7498	10620	10970	6481	8805	8453	7388	6368	7977	5776	5546	6185	5248	2785	2073	6116	2933	2709	1686	6537	2098	2516	928	455	289	592	1236	1296	1238	1150	1087	1023	896	867	715	637	591	583	588	487	480	462	412	379	321	305	274	266	276	205	254	257	210	160	143	123	126	105	99	82	74	72	77	86	76	63	62	63	56	44	49	45	29	38	36	37	49	34	39	30	44	27	30	21	29	21	27	52	32	15	32	16	18	44	15	25	15	21	21	79	24	42	17248
BR738_2 - Adapter 1	4920358	1846837	790401	404449	341182	305558	276575	307412	210282	252730	209031	219108	199182	203926	153926	154609	183587	93439	145852	103304	85824	93299	86251	82390	76378	61679	51574	56122	42396	46481	37191	36417	34872	36978	24990	32797	23986	34301	8647	20311	23221	8331	16509	25563	6681	32112	14198	3982	23083	2335	6230	2530	3444	1905	7375	10746	2325	5851	13715	2872	2194	8751	2373	1288	7680	7023	1116	1729	1122	500	769	1027	441	389	373	334	400	674	858	813	774	752	672	597	542	528	500	447	442	444	372	348	314	301	263	272	269	223	240	222	207	157	153	114	122	108	98	100	76	90	89	64	89	80	66	81	40	70	62	37	40	34	48	57	27	43	14	32	22	46	28	37	29	31	32	26	34	41	35	21	21	40	19	33	16	20	15	63	38	27	40
BR739_1 - Adapter 1	3163221	1252532	497216	273699	244706	221283	196682	193252	179432	170757	161300	156145	145628	138675	129916	119734	111685	106150	83347	80648	75558	67643	64955	60622	55472	48146	46896	42545	35961	35893	29407	29917	26841	26625	25733	21921	21583	20203	19115	17382	16600	16089	15167	15287	15202	15214	25417	3142	9658	41492	8123	2113	16754	10354	1847	6955	20324	4375	1421	1583	4687	428	927	6680	795	750	1750	5152	430	1114	1179	869	109	359	1425	1876	1981	1940	1809	1574	1469	1305	1163	1177	1080	1056	1070	940	869	869	705	660	579	574	495	449	442	428	415	408	370	351	279	243	209	221	158	157	192	144	140	133	103	68	84	90	84	69	80	47	35	68	27	32	29	36	29	25	26	15	19	26	30	16	33	21	16	25	34	36	10	46	32	25	12	24	28	74	48	59	15602
BR739_2 - Adapter 1	3470376	1273084	554288	287454	249290	222732	197507	203138	168758	172336	153211	152724	147368	140907	119528	118990	122328	81489	100394	76083	65089	67940	62995	59476	60385	43288	45037	40888	35220	33388	31054	28142	27043	26545	25739	21711	20227	19866	19126	19991	18214	13096	13997	18898	10844	47938	13973	3374	14374	3019	5091	2873	2942	2363	7590	10476	4054	6757	11215	4298	4108	8617	4907	2178	7303	12283	4142	3204	2974	913	1181	1194	586	502	531	499	583	777	968	1136	1216	1092	1032	1072	1022	966	963	837	778	815	660	634	575	556	440	442	418	401	401	394	359	342	269	237	205	225	148	161	193	130	151	113	95	87	90	92	66	85	92	48	42	63	53	43	21	32	21	33	14	37	29	31	28	20	26	37	31	28	20	25	16	49	33	26	24	33	21	72	40	22	33
BR740_1 - Adapter 1	3215616	1261125	496274	264815	232674	207961	185761	188700	171972	164307	153884	147014	135683	125547	117595	108269	103361	95240	79517	76018	70697	62199	59732	54320	48989	42991	41882	36579	34056	31832	26625	26607	24974	22915	21480	19948	19504	16873	17071	14876	15050	14457	12771	12753	13558	11289	21072	3310	4899	11124	9385	4502	7980	7420	6174	6722	10899	5973	5175	5098	6211	1735	1564	6982	2291	1846	1770	6715	1203	2013	1126	512	217	542	1291	1474	1376	1288	1195	1095	984	867	832	712	618	636	723	641	549	532	405	384	366	346	291	254	315	253	256	253	257	216	154	166	117	124	97	83	121	88	79	94	71	59	45	56	65	35	31	39	34	39	16	21	30	29	37	27	17	16	33	26	15	27	27	33	31	27	15	15	19	59	15	22	11	40	10	73	38	71	21096
BR740_2 - Adapter 1	3488674	1312435	551288	280125	236147	208939	187197	207635	148458	170002	144641	148839	133774	139375	102973	105069	124833	63829	97667	70868	58738	62796	58527	53333	53552	44245	36308	40421	28600	36681	21845	31533	19127	23636	35171	33685	8136	12446	21339	3216	13507	24061	4710	21314	4956	27055	11018	3664	14052	2248	5237	3130	2930	2236	6570	9277	3000	5434	10242	3343	3006	7713	3385	1511	6791	8839	2209	2043	1955	576	964	1120	454	361	367	379	431	687	899	919	898	781	783	673	591	577	656	612	520	514	385	392	367	325	280	265	281	250	258	238	251	233	156	144	116	125	96	83	128	77	89	77	76	68	55	67	58	53	51	42	45	42	42	26	22	37	18	27	16	38	20	27	13	19	22	27	39	38	29	37	15	63	18	23	14	34	13	67	33	25	78
BR741_1 - Adapter 1	3270213	1303341	488994	264592	236329	211252	186243	183626	169122	159242	148112	142350	130314	124940	114886	105978	100230	91218	74989	71795	66520	58486	56440	51176	47032	40698	39442	35697	31038	30119	25036	25693	21951	21681	20390	18688	17474	16465	14916	14603	13092	13069	12483	12109	13230	10328	20314	2666	6216	15317	7908	2641	8988	8651	3879	5720	14377	5723	3625	3217	5326	871	1069	6519	1345	1086	1591	5340	645	1329	1102	679	136	381	1123	1369	1423	1362	1171	1016	959	924	835	744	690	686	629	613	608	522	473	399	362	360	332	325	296	309	314	269	249	231	178	161	155	149	126	130	111	102	104	99	72	61	51	74	59	56	60	60	50	31	31	24	31	30	20	22	21	18	22	17	13	14	20	26	20	21	32	14	10	14	21	16	13	29	12	54	38	107	39249
BR741_2 - Adapter 1	3622910	1361156	563563	280595	239842	212328	187458	192949	158225	158891	145591	141776	133419	132478	103172	104810	117763	64558	90032	67488	57415	59162	55123	50722	48770	39811	38423	34183	31206	28568	26525	24416	22352	21074	20106	21065	15501	16084	18971	10326	13486	12722	12698	20483	5788	35684	10635	4450	11570	2080	5908	1217	2182	1411	5964	9176	2326	5339	11693	3001	2079	8528	2382	925	5887	9339	1319	1356	758	512	629	929	414	459	553	475	522	575	717	813	833	805	771	687	663	653	590	554	580	497	452	396	337	354	323	314	283	300	311	260	250	221	163	164	148	141	132	139	119	100	107	85	59	63	60	89	48	58	62	53	36	29	43	35	29	29	14	26	18	12	19	21	18	8	22	31	24	38	25	29	6	29	24	17	16	30	8	43	25	17	22
BR742_1 - Adapter 1	4302894	1661796	674766	375253	337814	305320	271872	268604	246777	237668	220712	215390	198232	190187	178483	165265	156030	142947	117281	112832	105573	93221	89435	83796	75805	65875	63496	57095	51388	48144	40561	39682	36962	34335	34403	30188	28824	26547	25680	21424	21917	20207	19452	19323	18480	16941	23999	4902	13100	13069	13108	9454	10667	10519	9573	8671	10216	7778	7563	8223	6671	4183	2892	7939	4296	3908	2631	8258	3425	4049	1431	608	408	771	1773	1833	1916	1763	1656	1454	1256	1108	1094	1021	943	833	945	784	704	707	605	523	456	446	374	373	371	325	330	319	298	276	195	208	159	130	101	132	99	110	120	119	77	70	65	62	77	53	47	62	26	40	15	34	31	20	31	24	21	20	21	23	23	21	35	30	37	27	13	14	14	37	17	26	11	28	30	69	32	46	13487
BR742_2 - Adapter 1	4750808	1754339	764112	396318	340684	306464	273371	294512	215736	245522	205833	217220	197751	205490	158544	158337	187675	94579	148608	104324	83269	93432	88054	86693	81203	65380	52161	63711	41966	56090	32012	42644	35180	34546	54580	22138	86044	5850	18505	49529	19890	5602	8545	19966	8056	25036	10602	4650	10979	3774	5717	5614	4415	5087	8861	11105	5661	7641	10606	5064	5027	7419	5047	3490	6641	8357	4814	3478	4794	2077	1906	1732	888	556	421	486	541	750	1003	1111	1036	971	982	928	891	778	847	746	652	655	562	494	448	443	366	352	347	337	324	300	290	257	185	176	161	127	100	143	105	97	122	96	77	78	84	95	49	54	58	50	33	37	20	42	25	16	22	18	22	26	22	29	30	27	23	40	33	34	17	20	16	33	25	26	18	36	30	73	30	22	44
BR743_1 - Adapter 1	4036197	1595102	641233	357710	322757	291495	259170	254169	231884	222822	208328	204098	187426	182651	169563	158403	149768	133771	110643	105482	98527	86719	84563	78798	72058	62593	60683	52911	48149	45234	37124	37453	34042	33198	31379	29521	26950	24289	22984	21750	19696	23680	14492	17833	18878	15061	26711	3419	10254	12442	12260	9515	10706	10240	9689	8810	10229	7562	7863	8533	6344	5045	3410	7349	5069	4649	2811	7790	4480	5047	1931	890	476	987	2021	2161	2126	2030	1795	1663	1413	1271	1243	1133	1075	1064	1005	966	869	823	711	624	499	521	464	435	412	380	388	362	346	295	235	174	179	150	140	139	138	138	150	131	85	64	45	36	86	47	55	42	47	48	21	36	31	27	37	9	26	24	24	35	23	17	15	29	16	22	18	11	18	26	7	17	8	37	17	56	28	39	11380
BR743_2 - Adapter 1	4471841	1633592	716656	374985	327482	292763	262647	287072	192733	228102	194527	203015	187848	197423	147038	153079	176651	90210	133567	98386	81526	87122	82129	77309	75455	60399	56650	53659	44101	42412	39192	35799	33377	32494	30054	28750	27625	23048	22948	21680	19001	21866	15965	20614	12552	18446	17570	11722	32857	4703	11237	3744	6504	3362	9495	14621	2915	8398	27276	3629	1603	13892	1671	1145	10725	7274	1018	1965	1218	914	1430	1866	838	791	906	746	814	1220	1443	1419	1256	1124	1138	1024	996	980	898	889	803	770	653	608	481	499	434	426	418	397	376	339	342	280	218	160	176	161	133	152	137	129	138	111	91	70	58	60	48	63	65	41	49	32	17	38	36	27	31	15	26	21	23	21	25	16	23	33	23	37	22	36	14	39	10	25	11	34	25	57	20	23	42
BR744_1 - Adapter 1	4073866	1598567	656612	367666	328351	299544	267242	262962	238770	230259	214292	210066	194008	188506	176379	162904	153483	139611	114597	108275	102515	91057	87113	81611	74880	65463	62752	55270	49601	45692	39264	38308	36068	33992	33118	28985	27645	26287	23402	22239	20057	19989	18718	18833	17639	17424	27365	3497	9915	13073	13184	8358	10755	10474	9457	8694	10489	7859	7584	8320	7244	3874	2954	8480	4106	3925	2692	8998	3209	3953	1503	659	387	829	1879	1979	1933	1770	1683	1473	1399	1164	1118	1032	984	907	840	875	754	644	628	531	455	442	402	373	377	388	325	364	288	252	240	246	153	161	156	132	139	125	102	103	62	71	56	45	89	48	51	44	46	46	29	29	31	29	24	21	20	23	33	21	23	11	23	27	28	21	20	17	12	34	27	26	18	37	23	68	33	45	13499
BR744_2 - Adapter 1	4434056	1634077	725677	386733	332034	299684	270469	295444	198335	239963	195789	211968	192009	204824	155365	155242	184984	91780	143425	100398	80708	91240	85161	84560	79764	64336	51687	60542	41320	49155	34926	38642	36231	38015	45792	28512	13205	31211	22097	14607	27124	10135	19144	28572	12107	39418	16470	5906	15558	6194	5771	6862	5200	5809	8677	10729	5853	7592	10550	5310	5217	7307	4976	3858	6534	7094	4584	4019	5046	2714	2519	2380	1328	797	572	536	593	739	969	1037	1086	996	976	926	930	868	745	814	713	619	592	520	466	425	384	363	376	394	307	346	278	257	235	212	165	157	147	126	156	121	99	94	71	72	60	65	61	69	50	57	38	46	36	34	20	43	14	23	21	29	25	28	19	17	19	37	26	25	32	47	15	47	34	25	16	40	13	73	37	13	43
BR745_1 - Adapter 1	3472458	1385362	549698	303486	273008	247025	218546	217663	200280	191376	179281	173952	160568	153818	143298	131214	125604	114033	93465	89778	85132	73637	71035	66202	59862	52098	50024	44421	40628	37932	31745	31351	28082	27113	25594	23765	21711	19584	19103	17927	16828	14740	14966	14715	14054	13563	20836	2864	7865	12862	10955	4277	9676	8404	5704	6724	12384	6967	4411	4413	7499	1428	1703	7670	1895	1653	1969	6819	908	1950	1135	579	174	525	1274	1450	1391	1379	1217	1080	954	940	847	739	690	676	639	600	545	505	433	421	367	331	279	270	270	268	232	255	227	195	130	147	109	123	98	102	84	85	70	68	49	57	45	55	50	38	53	48	38	27	32	18	22	21	28	5	24	12	34	29	21	7	12	23	13	15	28	7	23	17	10	17	5	25	9	88	26	55	19015
BR745_2 - Adapter 1	3858515	1428313	619259	313183	275847	248543	219590	223245	191628	186839	177142	171340	162627	158245	130158	130286	135261	90400	114707	84633	68740	73543	69761	66535	62759	50843	44374	46569	35952	37885	31014	29841	28916	26417	24846	29188	18884	19318	16358	26383	12012	8824	14734	20010	7828	30008	13367	4464	20981	2441	7005	2055	3255	1751	7198	10525	2398	6221	14662	3121	2289	9547	2217	1197	8196	7963	1122	1728	1051	477	855	1111	460	441	433	407	448	769	953	914	871	847	789	674	642	619	599	547	513	459	400	415	372	340	282	282	287	272	239	223	224	213	134	119	91	110	107	114	86	92	84	58	55	69	44	59	48	52	57	36	51	22	90	72	20	47	18	15	14	56	18	29	55	22	10	12	14	23	26	6	16	30	16	21	19	20	19	70	21	15	38
BR746_1 - Adapter 1	3288636	1289135	512272	282845	250172	225243	199700	197538	183559	174408	163919	158931	145061	139523	128901	119903	113714	103413	86581	82133	76730	68292	64736	60159	55095	48069	46749	41181	38122	35858	30168	30244	26900	26662	24288	22244	21692	20365	18358	17805	17210	14750	15182	14592	16019	11574	21732	2979	8635	12293	10657	5391	9083	8789	6724	7051	10861	6582	5820	5496	6824	2083	1789	7431	2741	2074	2071	7062	1463	2441	1370	683	230	509	1370	1554	1425	1479	1292	1100	1033	936	852	817	744	718	683	647	568	545	438	432	324	360	275	291	293	278	301	258	229	220	150	138	110	126	92	112	101	71	81	90	64	46	62	40	60	36	20	39	32	29	39	25	34	21	42	11	21	20	12	32	29	10	23	22	21	31	23	21	12	33	15	21	12	27	13	67	34	51	11468
BR746_2 - Adapter 1	3611395	1317198	568217	297937	254082	226819	200340	213672	164786	176025	157067	158557	145851	148796	114293	117364	132758	73011	103144	77098	64797	68635	63216	58934	57541	47022	44213	42974	34123	35617	29798	28820	27380	25030	25656	21863	21448	20339	21040	19872	12028	17552	10850	17240	9999	16595	15139	8005	28394	3016	8786	2219	4698	2102	7530	11121	2283	6570	20102	2975	1391	11015	1464	1097	7899	5765	870	1514	829	607	990	1271	621	552	563	493	564	890	1019	916	925	855	765	766	691	703	645	594	517	513	393	437	314	358	272	282	300	270	282	233	225	220	148	129	112	119	93	114	89	76	117	69	82	70	61	60	49	65	41	37	57	45	106	56	27	45	19	23	17	39	16	30	46	29	23	17	30	30	21	31	12	46	18	22	15	35	15	73	30	25	36
BR747_1 - Adapter 1	3153748	1177460	500033	287583	258239	236117	208523	204119	183869	175534	163421	159601	150805	147811	141587	130341	124151	111066	90241	84512	78850	69738	67823	62961	58909	51919	50434	44372	37611	35011	29261	31386	23330	25126	24320	22875	20968	19582	17322	15599	14033	13551	12412	12385	12956	10756	18971	2335	6452	9620	8074	3395	6418	6617	4779	4789	7693	4498	3705	3681	3813	1108	986	4434	1521	1227	1086	3951	780	1105	600	305	127	274	653	766	702	687	648	544	425	397	340	274	285	259	278	224	209	213	205	140	132	115	90	91	105	81	88	122	67	79	38	36	50	52	25	29	24	21	26	33	23	28	25	20	32	14	24	16	21	12	4	34	37	20	26	24	19	10	18	24	28	21	13	21	10	4	11	9	10	7	17	16	10	10	9	49	22	45	7876
BR747_2 - Adapter 1	3390703	1199151	551678	297208	261331	235866	206579	214708	168874	171609	158183	159529	149328	158598	123065	125786	142962	76945	106421	80600	63595	69075	64943	64106	62281	50118	44198	45949	32670	35331	27950	26936	27399	24477	22903	22047	21484	38195	9112	15661	7104	10989	11367	19004	6543	26517	12152	3751	10252	1954	4075	2200	2286	1790	5258	7234	2351	4219	6675	2295	2147	4532	2250	899	3836	5269	1248	1087	1043	348	468	568	189	188	185	202	185	304	446	453	366	378	317	269	274	244	249	200	199	197	179	142	129	110	92	83	97	104	124	89	80	83	33	34	43	56	36	30	31	28	31	23	45	39	21	29	25	36	29	21	11	15	57	57	24	29	9	20	27	32	5	29	41	15	19	32	28	23	27	14	8	12	6	4	6	8	8	49	29	8	26
BR748_1 - Adapter 1	4690088	1858139	741974	410748	368097	330994	295491	291168	266107	253825	238560	230591	212621	206236	191452	177947	167712	152843	125993	119857	112664	98765	94875	88766	81040	70927	67057	59487	53570	49826	41806	41663	37999	36529	32555	31194	29837	27447	24986	23507	20141	19818	19083	18171	18244	17134	26385	3624	10154	11852	12037	8305	9653	9355	8718	7593	8642	6438	6350	6837	5467	3458	2483	5748	3370	3235	2015	5684	2686	2941	1079	526	273	535	1196	1195	1209	1084	1009	837	766	654	567	462	481	449	458	406	391	319	331	245	209	215	190	164	181	160	157	173	89	123	100	100	72	57	59	55	47	48	38	73	33	33	24	31	76	33	33	64	26	47	18	22	37	39	32	26	24	22	23	22	30	13	25	35	27	22	35	18	14	8	10	27	5	9	16	69	49	71	32831
BR748_2 - Adapter 1	5164370	1892545	822393	429966	373694	332965	296567	312214	241026	254565	228348	229824	213308	220751	168910	171953	199062	103106	155335	111645	90463	99023	92277	90737	84847	68613	59272	61700	47626	47670	43444	38624	38575	37151	41465	34848	17203	24372	26906	19089	21575	23561	13893	21701	13429	24774	18825	8557	32306	3193	9549	2233	4890	2156	8617	12530	2511	6826	19562	2957	1419	9686	1518	973	7490	5631	749	1490	659	525	849	945	445	407	471	354	398	635	812	696	676	593	534	456	455	422	401	365	355	318	309	255	250	213	219	183	173	176	171	156	126	162	87	92	70	71	41	58	70	80	74	43	43	41	71	62	32	41	67	31	40	38	121	51	34	52	16	43	22	69	24	26	44	26	24	26	15	31	27	33	20	16	21	25	25	30	18	92	22	14	16
BR749_1 - Adapter 1	3940770	1553804	623632	337711	304006	272190	242043	239551	218951	207289	194398	188973	172478	167561	154824	144263	135267	122908	100706	95795	89610	78325	76304	70002	64232	55514	53622	45923	42980	39457	32287	32421	29423	27480	25990	25071	25580	16767	18171	17369	15631	15043	14079	14695	13009	13096	21619	2773	7679	27830	6226	1596	11410	7466	1562	4912	13541	3204	1147	1179	3071	275	554	4041	462	457	1022	2902	238	649	561	408	88	177	674	880	916	866	805	662	574	535	475	432	433	388	394	382	324	307	285	264	211	195	194	163	176	155	173	162	129	125	108	113	87	63	85	59	71	59	56	57	54	38	46	30	57	48	22	38	22	25	18	21	19	25	29	10	21	15	20	20	31	17	23	19	23	23	25	12	18	18	9	17	5	20	13	80	31	52	18668
BR749_2 - Adapter 1	4298807	1594594	692643	350657	308000	274451	241815	247045	207384	203295	192549	188296	174394	181506	136739	139148	163313	80720	126420	88061	71662	78915	74402	70165	68376	54106	48161	49330	36953	40127	31214	31379	30946	25568	25629	25716	19856	20826	34631	7378	8564	18459	10450	19454	8730	21934	12567	6259	13120	6023	4846	5168	3790	3902	5521	6521	3806	4654	6107	3198	2971	4098	2799	2348	3699	3558	2478	2200	2499	1363	1401	1253	710	415	320	264	255	296	356	407	428	454	395	402	390	359	339	353	303	297	268	256	194	204	202	190	184	154	168	152	125	147	96	86	80	84	86	56	58	68	90	44	64	62	53	47	38	42	42	42	59	32	121	58	25	66	24	38	7	71	16	27	42	30	11	37	16	20	12	18	12	30	15	21	23	36	14	68	19	45	32
BR750_1 - Adapter 1	3430052	1309227	510853	275782	242089	216495	191899	189180	173720	164258	156748	150023	137584	131999	122882	114441	108404	97236	80157	76570	71016	62787	60356	55874	50857	44383	42764	37793	34061	31616	26859	26306	24437	23707	21257	20475	18566	17374	16432	14443	14053	14041	11694	12184	12861	10544	19089	2443	6221	8817	8934	5284	6972	7239	6050	5764	7619	5042	4948	5274	4806	2349	1688	5472	2612	2331	1694	5630	1750	2449	1061	440	224	523	1143	1180	1133	1068	1076	944	801	692	629	653	601	519	532	494	497	427	374	349	284	287	254	222	242	203	205	198	194	166	148	125	104	115	96	99	74	74	52	80	51	46	41	41	65	20	30	50	27	22	16	23	27	23	42	17	21	13	31	25	21	13	21	23	20	29	27	21	20	25	11	14	4	16	14	67	39	87	27899
BR750_2 - Adapter 1	3790172	1338827	564927	290177	246470	218436	192709	204524	155916	166937	146724	148543	137421	139231	108825	111410	124962	67956	97502	70941	57773	62521	58239	56487	52657	43013	38455	38060	31422	29033	28449	25205	24517	22662	22684	20484	21728	20867	10857	25141	21720	2733	8629	18827	5285	25768	8434	2827	12043	2306	3975	3312	2705	2739	5969	8329	2995	5059	8161	3066	2963	5711	3063	1680	5617	6739	2185	1838	2093	777	919	933	404	399	336	349	382	620	799	760	673	601	582	609	541	452	493	445	453	403	347	308	292	261	256	215	235	215	191	192	197	175	138	115	87	124	86	99	67	85	75	61	66	67	52	64	48	36	39	41	52	29	62	51	31	33	32	22	18	46	29	28	58	15	15	24	18	30	34	23	17	28	16	22	6	45	11	54	20	20	25
BR751_1 - Adapter 1	3042119	1197056	482343	263302	234221	211051	188074	188488	172385	166582	156619	151029	138606	133541	123139	113702	108953	98532	83777	79505	74976	66797	64115	60028	54563	47042	46046	41848	37694	35501	30668	31079	27882	27285	24765	24548	22214	21505	20194	18706	18352	17713	16595	17414	17300	15668	30293	3688	11071	63288	9831	2453	18932	12860	1263	6319	17966	3371	951	1064	3659	443	820	6721	964	832	1661	5057	404	888	1132	1009	185	335	1406	2057	2307	2373	2080	1858	1756	1577	1422	1333	1260	1318	1261	1060	1045	958	823	733	704	610	564	559	550	498	491	471	443	393	345	298	267	206	189	179	210	172	157	156	98	97	87	87	100	71	59	74	69	51	44	41	39	32	36	14	17	15	18	19	28	16	20	20	30	16	31	20	20	40	26	31	12	36	19	68	48	69	16890
BR751_2 - Adapter 1	3341718	1227517	535895	273016	237809	212812	188414	196444	162868	162824	154436	149646	139709	140954	110728	110883	125907	70351	100707	74237	62462	66867	62284	59268	56314	46228	43294	42297	34986	33777	31796	29574	27957	25450	26001	24565	22126	23067	19101	22699	12909	20153	14058	24428	9837	53645	13971	4069	16249	3320	6034	3524	3439	2967	8814	12326	4846	7947	14174	4887	4524	10775	5336	2184	8875	15455	4189	3366	2999	963	1243	1481	688	655	700	666	705	1007	1251	1415	1473	1361	1327	1204	1216	1224	1189	954	958	903	747	722	676	584	546	540	524	478	466	461	443	408	315	266	232	228	186	176	212	167	176	137	117	117	97	100	82	84	86	71	81	48	107	81	30	43	21	33	19	50	22	32	64	20	32	20	29	19	36	21	16	42	30	41	13	47	23	79	43	24	47
