Sample	DupRadar_mqc-generalstats-dupradar-dupRadar_intercept	QualiMap_mqc-generalstats-qualimap-5_3_bias	QualiMap_mqc-generalstats-qualimap-reads_aligned	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Salmon_mqc-generalstats-salmon-percent_mapped	Salmon_mqc-generalstats-salmon-num_mapped	HISAT2_mqc-generalstats-hisat2-overall_alignment_rate	Biotype Counts_mqc-generalstats-biotype_counts-percent_rRNA	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
BR711_2										2.749537336549281	72.82587621706384	54.0	151.0	27.27272727272727	30083383.0
BR712	0.175621750079942	0.9	24814631.0	60.61962396297571	15042536	47.89963256277548	12933546	91.9							
BR712.sorted									1.6075254178411664						
BR712_1										3.3782150469044203	79.11191290407172	55.0	151.0	27.27272727272727	27069735.0
BR712_2										3.5702743841767806	77.81600043999151	55.0	151.0	18.181818181818183	27069735.0
BR713	0.32298278100639	0.92	27383539.0	89.82372950406446	24596916	71.3630649262464	20476910	95.43							
BR713.sorted									0.021619974782725083						
BR713_1										2.7773932375272703	74.56476070177456	55.0	151.0	36.36363636363637	28763025.0
BR713_2										3.03236952753757	71.87587061279234	55.0	151.0	27.27272727272727	28763025.0
BR714	0.156293935832884	0.92	26868816.0	89.63493218309284	24083845	71.09738179759421	19984559	95.59							
BR714.sorted									0.021827302807129897						
BR714_1										2.7604607741710483	70.73819857192741	55.0	151.0	36.36363636363637	28228327.0
BR714_2										2.7112830351568573	67.89779298788761	55.0	151.0	18.181818181818183	28228327.0
BR715	0.162890947960757	0.84	25171966.0	89.08825794536668	22425266	69.26055190503115	18177071	95.91							
BR715.sorted									0.02193309107190546						
BR715_1										2.511229858901787	69.32075193470439	54.0	151.0	27.27272727272727	26298382.0
BR715_2										2.523723665076525	67.55848158703927	55.0	151.0	18.181818181818183	26298382.0
BR716	0.184053290480262	0.85	27074193.0	89.46503040736985	24221935	70.54732587181847	19919932	95.88							
BR716.sorted									0.022079513920929463						
BR716_1										2.9655519962200074	71.47053584320632	54.0	151.0	36.36363636363637	28281103.0
BR716_2										3.057452291687773	69.11519722371813	54.0	151.0	27.27272727272727	28281103.0
BR717	0.27332341971989	0.97	26735168.0	89.9909250617015	24059225	72.0312883996321	20766055	92.74							
BR717.sorted									0.01988168794298809						
BR717_1										2.63267116415862	73.99246146924703	55.0	151.0	36.36363636363637	28915646.0
BR717_2										2.9442759258206093	70.57129376018298	55.0	151.0	27.27272727272727	28915646.0
BR718	0.381316269191551	0.94	31965292.0	89.44511753560705	28591393	69.78757849244086	24218733	92.11							
BR718.sorted									0.022902454161503022						
BR718_1										2.8329456961958575	76.8777046365481	54.0	151.0	27.27272727272727	34822364.0
BR718_2										3.1806695960413855	73.41970505339194	54.0	151.0	27.27272727272727	34822364.0
BR719	0.18893827394388	0.88	24023076.0	89.46463808381574	21492158	70.88730813352915	18400069	92.55							
BR719.sorted									0.015986778993510257						
BR719_1										2.9235332884025773	70.68745086436687	55.0	151.0	36.36363636363637	26032562.0
BR719_2										3.1530319096328934	67.57173563432654	55.0	151.0	27.27272727272727	26032562.0
BR720	0.226045501410734	0.93	30661402.0	89.02541051449637	27296439	70.13726168206887	23076491	93.19							
BR720.sorted									0.019637391300635652						
BR720_1										3.038926785583461	73.3824388903866	54.0	151.0	36.36363636363637	32981046.0
BR720_2										3.197685199220383	71.11524388662082	55.0	151.0	27.27272727272727	32981046.0
BR721	0.213671899149825	0.92	26087559.0	89.03303678201551	23226546	70.57621545784362	19678992	93.56							
BR721.sorted									0.03851321706293381						
BR721_1										2.585864231751547	72.9217291979131	55.0	151.0	27.27272727272727	28000039.0
BR721_2										2.994904177627554	69.21422333953804	56.0	151.0	27.27272727272727	28000039.0
BR722	0.19004908266776	0.93	26413742.0	89.56822550928226	23658320	71.66825081527406	20015312	94.58							
BR722.sorted									0.014305149013640541						
BR722_1										2.8735839695077874	70.94445435791133	54.0	151.0	36.36363636363637	28037571.0
BR722_2										3.0744003659606016	68.5657459725324	54.0	151.0	27.27272727272727	28037571.0
BR723	0.174432798210592	0.95	28593000.0	89.22391494421711	25511794	71.08811027185584	21370298	95.11							
BR723.sorted									0.029745024103158456						
BR723_1										3.1538910443942254	70.92125336586066	54.0	151.0	36.36363636363637	30174655.0
BR723_2										3.108833011550884	68.99126187867049	55.0	151.0	27.27272727272727	30174655.0
BR724	0.184540038721907	0.88	26166346.0	87.7679749400241	22965672	69.04091146048994	19108141	94.54							
BR724.sorted									0.06231092332785964						
BR724_1										3.0003202938215505	70.07726169371794	54.0	151.0	36.36363636363637	27746109.0
BR724_2										3.129607248391463	67.25686382756084	54.0	151.0	27.27272727272727	27746109.0
BR725	0.181675198456122	0.89	23773981.0	89.71920605135504	21329827	71.96730451749097	17855112	95.82							
BR725.sorted									0.015530187625064367						
BR725_1										2.9637609530463176	69.99186421303945	55.0	151.0	36.36363636363637	24879757.0
BR725_2										3.0453042528238723	67.70199071207432	55.0	151.0	27.27272727272727	24879757.0
BR726	0.197318033502799	0.91	20811374.0	89.46653402125203	18619215	70.68634928082838	15378033	95.66							
BR726.sorted									0.01710316542328105						
BR726_1										2.5265176942898973	68.64356081277776	55.0	151.0	36.36363636363637	21815925.0
BR726_2										2.7435328073535685	65.81593321156487	55.0	151.0	27.27272727272727	21815925.0
BR727	0.219669770752075	0.9	25914341.0	89.49165637667575	23191173	70.98019969825627	19377586	94.92							
BR727.sorted									0.026675645208378174						
BR727_1										2.4947482221613035	70.59927867468348	54.0	151.0	36.36363636363637	27363594.0
BR727_2										2.6757485881878322	68.32376266407812	54.0	151.0	27.27272727272727	27363594.0
BR729	0.180425550031526	0.92	24183681.0	90.08803912026461	21786604	71.84811851363818	18503860	93.9							
BR729.sorted									0.01277285819813312						
BR729_1										2.56483353055675	69.98873298149903	55.0	151.0	27.27272727272727	25833042.0
BR729_2										2.666001875063573	68.39626259820577	55.0	151.0	27.27272727272727	25833042.0
BR730	0.196064010415863	0.97	24214271.0	89.23610378359109	21607872	69.88622389017979	18074419	93.63							
BR730.sorted									0.017482958918065578						
BR730_1										2.6002724883208863	70.25048970909465	53.0	151.0	36.36363636363637	25907389.0
BR730_2										2.738631517555865	67.75435968697786	53.0	151.0	27.27272727272727	25907389.0
BR731	0.148635497419958	0.91	18775965.0	89.87685053737584	16875246	71.7424170175631	14488681	92.97							
BR731.sorted									0.015277641277353635						
BR731_1										2.894311740565107	68.01015168537018	55.0	151.0	36.36363636363637	20271408.0
BR731_2										3.095175116395173	64.02857064715317	55.0	151.0	27.27272727272727	20271408.0
BR732	0.177529604656183	0.93	21770832.0	90.07977738287632	19611117	71.74911228008123	16731385	93.36							
BR732.sorted									0.015926406198128018						
BR732_1										2.4165812169815677	69.42577628503071	55.0	151.0	27.27272727272727	23382097.0
BR732_2										2.5890466426129075	66.0027150926025	55.0	151.0	18.181818181818183	23382097.0
BR733	0.167039696942722	0.9	19135461.0	90.44170924337804	17306438	70.92225874413855	14430330	94.05							
BR733.sorted									0.009086971922628377						
BR733_1										2.64686840821158	68.10635284703514	55.0	151.0	27.27272727272727	20422748.0
BR733_2										2.7303193076077688	64.52057914064903	55.0	151.0	27.27272727272727	20422748.0
BR734	0.751933229732063	0.84	25565487.0	89.1454326686599	22790464	68.33214690322086	18773969	93.05							
BR734.sorted									0.033646384395365665						
BR734_1										2.3883405524518952	80.2172019862128	55.0	151.0	27.27272727272727	27587510.0
BR734_2										2.8354508906865648	74.87972326054611	55.0	151.0	18.181818181818183	27587510.0
BR735	0.190121447664604	0.92	22301711.0	89.7877969990733	20024215	70.28058916203706	16625508	94.28							
BR735.sorted									0.02099745728203182						
BR735_1										2.317421280670529	68.64620055152668	54.0	151.0	18.181818181818183	23727918.0
BR735_2										2.568471234367764	65.15664459029509	54.0	151.0	18.181818181818183	23727918.0
BR736	0.153956346041059	0.92	20325993.0	90.40522645068312	18375760	72.10605759680375	15491419	94.61							
BR736.sorted									0.02063217589985254						
BR736_1										2.9604725443850297	67.27285549636434	55.0	151.0	36.36363636363637	21571654.0
BR736_2										2.9256517074497808	63.35746506383209	56.0	151.0	27.27272727272727	21571654.0
BR737	0.254272739649111	0.91	23958090.0	89.68340548015306	21486431	70.209533461753	17679087	95.15							
BR737.sorted									0.025331488577496085						
BR737_1										2.3804634406939864	71.1332207609224	55.0	151.0	18.181818181818183	25262515.0
BR737_2										2.5943197286415325	68.44922212486607	55.0	151.0	18.181818181818183	25262515.0
BR738	0.256774937880801	0.94	26210229.0	89.10977466087763	23355876	70.1960554277761	19254526	95.55							
BR738.sorted									0.04296755705957767						
BR738_1										2.296561227313423	72.35284350579471	55.0	151.0	27.27272727272727	27484545.0
BR738_2										2.4168851768866286	69.98257782791407	55.0	151.0	18.181818181818183	27484545.0
BR739	0.153814592932775	0.98	18548510.0	90.31303862143105	16751723	71.37594354265548	13979521	94.7							
BR739.sorted									0.01479920589799733						
BR739_1										2.6096381683116983	65.98528580419799	55.0	151.0	27.27272727272727	19662985.0
BR739_2										2.9120266206575147	62.026716616319376	55.0	151.0	27.27272727272727	19662985.0
BR740	0.154249737104521	0.91	18646190.0	90.45996527977029	16867337	71.31991647001735	13909820	95.6							
BR740.sorted									0.018513741907057377						
BR740_1										2.3964330851823368	66.11702264134345	55.0	151.0	27.27272727272727	19553702.0
BR740_2										2.485176057862605	62.72503021644695	55.0	151.0	18.181818181818183	19553702.0
BR741	0.135214886443842	0.93	18823816.0	87.08151418394655	16392064	69.03346446283885	13956082	93.11							
BR741.sorted									0.11057098650100988						
BR741_1										2.328584171222535	66.74890052420373	56.0	151.0	18.181818181818183	20290620.0
BR741_2										2.36780338281909	63.56598472522684	56.0	151.0	18.181818181818183	20290620.0
BR742	0.212165566063405	0.95	24235983.0	84.55578220202581	20492925	66.33898503853844	17434142	92.22							
BR742.sorted									0.18217817813921597						
BR742_1										2.516528702729129	72.68685069001916	54.0	151.0	36.36363636363637	26366528.0
BR742_2										2.821489483065561	68.7453104535947	54.0	151.0	27.27272727272727	26366528.0
BR743	0.230000535222669	0.9	23012819.0	87.23454523324588	20075128	67.77698573041096	17028805	91.59							
BR743.sorted									0.09812239855211276						
BR743_1										2.515777681189298	71.71818893682571	55.0	151.0	27.27272727272727	25212354.0
BR743_2										2.8516895575286845	67.96637056632315	55.0	151.0	27.27272727272727	25212354.0
BR744	0.201642574799898	0.89	23014390.0	89.84518381760282	20677321	70.00267233828718	17480116	92.17							
BR744.sorted									0.017012664925480942						
BR744_1										2.5902534942506144	71.06848625494987	54.0	151.0	27.27272727272727	25058336.0
BR744_2										2.904295636152366	66.25553433984808	54.0	151.0	27.27272727272727	25058336.0
BR745	0.260673342448529	0.91	20382576.0	88.42361240306427	18023010	68.85443622841821	14959478	93.82							
BR745.sorted									0.0748752467710324						
BR745_1										2.4496180330158204	71.76306138421764	55.0	151.0	18.181818181818183	21815798.0
BR745_2										2.763089147689521	67.14954178225908	56.0	151.0	18.181818181818183	21815798.0
BR746	0.16341515496123	0.92	18840512.0	89.60398209984952	16881849	70.13695680302625	14077035	93.87							
BR746.sorted									0.014868880551978776						
BR746_1										2.47703191320688	66.41761456325638	54.0	151.0	27.27272727272727	20136212.0
BR746_2										2.762401849539684	62.54720430017714	55.0	151.0	27.27272727272727	20136212.0
BR747	0.486346755489001	0.94	17146364.0	87.83679152034799	15060816	67.49171348750929	12405091	93.29							
BR747.sorted									0.022314103136848215						
BR747_1										2.551003488784478	71.96391097035323	52.0	151.0	27.27272727272727	18478832.0
BR747_2										3.115969065261927	65.50373179555659	52.0	151.0	27.27272727272727	18478832.0
BR748	0.562816265778388	0.9	27174665.0	89.71166709874804	24378845	71.26445528137585	20556659	94.21							
BR748.sorted									0.02436309234086603						
BR748_1										2.4190156727691385	78.2202390297347	55.0	151.0	18.181818181818183	28979931.0
BR748_2										2.746780953914497	74.66419910403428	55.0	151.0	18.181818181818183	28979931.0
BR749	0.35684256331842	0.86	22959510.0	88.62467883678701	20347792	69.76915591892204	16806048	95.31							
BR749.sorted									0.02756808656486091						
BR749_1										2.2789819644643177	73.08640601564275	55.0	151.0	18.181818181818183	24161778.0
BR749_2										2.496074941557344	69.23087452182402	55.0	151.0	18.181818181818183	24161778.0
BR750	0.195258756631177	0.89	19326666.0	88.92799720344937	17186817	69.26029466825769	14145618	94.63							
BR750.sorted									0.038832836001530535						
BR750_1										2.3200503722508006	66.86243409643339	54.0	151.0	18.181818181818183	20522810.0
BR750_2										2.6165816125943873	62.60041299310706	54.0	151.0	18.181818181818183	20522810.0
BR751	0.129987153564064	0.91	17870743.0	89.07233459739194	15917888	70.49565553191498	13282391	94.85							
BR751.sorted									0.04528525798992841						
BR751_1										2.7656540151310014	65.37034225145123	55.0	151.0	27.27272727272727	18913944.0
BR751_2										3.0375827939919433	61.47569048879541	55.0	151.0	27.27272727272727	18913944.0
BR752	0.131568928372572	0.94	16804982.0	82.42656255151002	13851769	64.36255602849376	11382789	95.02							
BR752.sorted									0.3064732440018441						
BR752_1										2.3362651072723084	67.28428632501206	54.0	151.0	27.27272727272727	17726710.0
BR752_2										2.449743842794105	64.25053532476072	55.0	151.0	9.090909090909092	17726710.0
BR753	0.139108316386606	0.93	21537087.0	88.04876908376698	18963140	68.9368288667575	15928847	93.21							
BR753.sorted									0.07999834906670678						
BR753_1										2.6279081234746564	68.41719330506002	54.0	151.0	36.36363636363637	23154373.0
BR753_2										2.8023768186551785	64.56807146797188	54.0	151.0	27.27272727272727	23154373.0
BR754	0.277777343787431	0.96	23640668.0	88.59727229365937	20944987	69.51574733629873	17924169	91.69							
BR754.sorted									0.041699192807603966						
BR754_1										2.3447662931214723	71.7835342014602	55.0	151.0	18.181818181818183	25909349.0
BR754_2										2.8383096374550907	67.7041320222693	55.0	151.0	18.181818181818183	25909349.0
BR755	0.187223687843199	0.91	19176959.0	89.52696306020157	17168549	70.64287274153868	14621464	92.65							
BR755.sorted									0.016427868733845906						
BR755_1										2.683949212261113	67.5808180489345	55.0	151.0	27.27272727272727	20793881.0
BR755_2										2.933583685807626	63.51382891370724	55.0	151.0	27.27272727272727	20793881.0
BR756	0.247965792905223	0.92	23684476.0	89.82754779966422	21275184	70.11056587118338	17959552	92.46							
BR756.sorted									0.013440027234986402						
BR756_1										2.4166434364773735	71.83131556592834	54.0	151.0	27.27272727272727	25704306.0
BR756_2										2.790175718557667	67.8856735887093	55.0	151.0	27.27272727272727	25704306.0
BR757	0.189277186390507	0.96	20612254.0	90.43775125224055	18641259	71.6116227767221	15981399	92.36							
BR757.sorted									0.022232301148128193						
BR757_1										2.4279797441576845	68.88381943904541	55.0	151.0	36.36363636363637	22366127.0
BR757_2										2.603189615100721	65.29478575062737	55.0	151.0	27.27272727272727	22366127.0
BR758	0.175039824154973	0.93	21068534.0	90.17233947079563	18997990	70.32321950473302	16319681	90.79							
BR758.sorted									0.016687970532623005						
BR758_1										2.6472230370529615	69.65457873937515	54.0	151.0	27.27272727272727	23277021.0
BR758_2										2.938269730699885	63.85573693729117	54.0	151.0	27.27272727272727	23277021.0
BR759	0.225588081527825	0.93	18895039.0	89.2100302095169	16856270	67.9008426463115	14127450	90.82							
BR759.sorted									0.017279444131770648						
BR759_1										2.4781517630952887	67.59736858951175	54.0	151.0	27.27272727272727	20878005.0
BR759_2										2.856583419436258	63.26703860813479	54.0	151.0	27.27272727272727	20878005.0
BR760	0.184374273308668	0.89	19539559.0	89.4389376955744	17475974	69.39664072703596	14791005	91.68							
BR760.sorted									0.02469886105906771						
BR760_1										2.0489709449436533	67.42431017598031	54.0	151.0	18.181818181818183	21368981.0
BR760_2										2.2775368832096374	62.803252251007464	54.0	151.0	18.181818181818183	21368981.0
BR761	0.200924999961987	0.93	19185985.0	89.82525525793959	17233860	70.33463812752902	14275422	94.53							
BR761.sorted									0.015802289100670792						
BR761_1										2.66102479067208	65.38041173686074	54.0	151.0	36.36363636363637	20324306.0
BR761_2										2.8325461364873217	62.326299255997256	54.0	151.0	27.27272727272727	20324306.0
