Sample	r_processed	r_with_adapters	bp_processed	quality_trimmed	bp_written	percent_trimmed
BR729_2	25833042	11991860	3900789342	10811983	3796794225	2.666001875063573
BR730_1	25907389	11873093	3912015739	1412979	3810292670	2.6002724883208863
BR730_2	25907389	12443660	3912015739	8973700	3804880043	2.738631517555865
BR731_1	20271408	9164551	3060982608	1178493	2972388229	2.894311740565107
BR731_2	20271408	9537297	3060982608	12094134	2966239836	3.095175116395173
BR732_1	23382097	10236699	3530696647	1340828	3445374495	2.4165812169815677
BR732_2	23382097	10713090	3530696647	10635343	3439285264	2.5890466426129075
BR733_1	20422748	8981917	3083834948	1194082	3002209895	2.64686840821158
BR733_2	20422748	9355036	3083834948	10087864	2999636407	2.7303193076077688
BR734_1	27587510	12248465	4165714010	1612157	4066222573	2.3883405524518952
BR734_2	27587510	12718879	4165714010	22985932	4047597235	2.8354508906865648
BR735_1	23727918	10486727	3582915618	1253670	3499884369	2.317421280670529
BR735_2	23727918	10904233	3582915618	12957488	3490889461	2.568471234367764
BR736_1	21571654	9628039	3257319754	1247951	3160887697	2.9604725443850297
BR736_2	21571654	9969967	3257319754	8830227	3162021923	2.9256517074497808
BR737_1	25262515	11099276	3814639765	1373871	3723833660	2.3804634406939864
BR737_2	25262515	11543102	3814639765	13771344	3715675813	2.5943197286415325
BR738_1	27484545	12016169	4150166295	1556798	4054855185	2.296561227313423
BR738_2	27484545	12558928	4150166295	9566230	4049861541	2.4168851768866286
BR739_1	19662985	8717290	2969110735	1738738	2891627688	2.6096381683116983
BR739_2	19662985	9058012	2969110735	13574208	2882649440	2.9120266206575147
BR740_1	19553702	8491723	2952609002	1206407	2881851703	2.3964330851823368
BR740_2	19553702	8841354	2952609002	7435788	2879231470	2.485176057862605
BR741_1	20290620	8502724	3063883620	1455187	2992538511	2.328584171222535
BR741_2	20290620	8948758	3063883620	8495873	2991336880	2.36780338281909
BR742_1	26366528	11791864	3981345728	1482504	3881154020	2.516528702729129
BR742_2	26366528	12376375	3981345728	17049061	3869012477	2.821489483065561
BR743_1	25212354	11168026	3807065454	1456864	3711288151	2.515777681189298
BR743_2	25212354	11662714	3807065454	17073907	3698499766	2.8516895575286845
BR744_1	25058336	11367345	3783808736	1424028	3685798498	2.5902534942506144
BR744_2	25058336	11776100	3783808736	16612935	3673915744	2.904295636152366
BR745_1	21815798	9533565	3294185498	1368711	3213490536	2.4496180330158204
BR745_2	21815798	9975754	3294185498	15228861	3203164216	2.763089147689521
BR746_1	20136212	8902646	3040568012	1236795	2965252172	2.47703191320688
BR746_2	20136212	9277387	3040568012	12198828	2956575305	2.762401849539684
BR747_1	18478832	8681767	2790303632	1030741	2719122889	2.551003488784478
BR747_2	18478832	8926690	2790303632	19242604	2703358634	3.115969065261927
BR748_1	28979931	12771325	4375969581	1656228	4270114191	2.4190156727691385
BR748_2	28979931	13285352	4375969581	21940186	4255771282	2.746780953914497
BR749_1	24161778	10527969	3648428478	1660448	3565281451	2.2789819644643177
BR749_2	24161778	10950087	3648428478	12580521	3557360969	2.496074941557344
BR750_1	20522810	8834400	3098944310	1219850	3027047241	2.3200503722508006
BR750_2	20522810	9216713	3098944310	15556145	3017857903	2.6165816125943873
BR751_1	18913944	8473579	2856005544	1907589	2777018312	2.7656540151310014
BR751_2	18913944	8809528	2856005544	12483059	2769252011	3.0375827939919433
BR752_1	17726710	7601708	2676733210	1019994	2614197626	2.3362651072723084
BR752_2	17726710	8055340	2676733210	6397210	2611160103	2.449743842794105
BR753_1	23154373	10381117	3496310323	1337423	3404430500	2.6279081234746564
BR753_2	23154373	10862013	3496310323	9673126	3398330533	2.8023768186551785
BR754_1	25909349	11334751	3912311699	1687106	3820577133	2.3447662931214723
BR754_2	25909349	11842764	3912311699	24152999	3801268179	2.8383096374550907
BR755_1	20793881	9306933	3139876031	1187824	3055603353	2.683949212261113
BR755_2	20793881	9675459	3139876031	14737886	3047765140	2.933583685807626
BR756_1	25704306	11423662	3881350206	1433586	3787551811	2.4166434364773735
BR756_2	25704306	11865794	3881350206	17813163	3773053715	2.790175718557667
BR757_1	22366127	9868605	3377285177	1213366	3295285377	2.4279797441576845
BR757_2	22366127	10310888	3377285177	9127276	3289368040	2.603189615100721
BR758_1	23277021	10549358	3514830171	1323875	3421784777	2.6472230370529615
BR758_2	23277021	10990395	3514830171	14359477	3411554980	2.938269730699885
BR759_1	20878005	9459918	3152578755	1751587	3074453069	2.4781517630952887
BR759_2	20878005	9837119	3152578755	14962641	3062522713	2.856583419436258
BR760_1	21368981	9023694	3226716131	1128605	3160601655	2.0489709449436533
BR760_2	21368981	9414101	3226716131	10448858	3153226481	2.2775368832096374
BR761_1	20324306	9388568	3068970206	1113425	2987304148	2.66102479067208
BR761_2	20324306	9748356	3068970206	6885012	2982040209	2.8325461364873217
