Sample	total_reads	total_tags	total_assigned_tags	cds_exons_total_bases	cds_exons_tag_count	cds_exons_tags_kb	5_utr_exons_total_bases	5_utr_exons_tag_count	5_utr_exons_tags_kb	3_utr_exons_total_bases	3_utr_exons_tag_count	3_utr_exons_tags_kb	introns_total_bases	introns_tag_count	introns_tags_kb	tss_up_1kb_total_bases	tss_up_1kb_tag_count	tss_up_1kb_tags_kb	tss_up_5kb_total_bases	tss_up_5kb_tag_count	tss_up_5kb_tags_kb	tss_up_10kb_total_bases	tss_up_10kb_tag_count	tss_up_10kb_tags_kb	tes_down_1kb_total_bases	tes_down_1kb_tag_count	tes_down_1kb_tags_kb	tes_down_5kb_total_bases	tes_down_5kb_tag_count	tes_down_5kb_tags_kb	tes_down_10kb_total_bases	tes_down_10kb_tag_count	tes_down_10kb_tags_kb	other_intergenic_tag_count	cds_exons_tag_pct	5_utr_exons_tag_pct	3_utr_exons_tag_pct	introns_tag_pct	tss_up_1kb_tag_pct	tss_up_5kb_tag_pct	tss_up_10kb_tag_pct	tes_down_1kb_tag_pct	tes_down_5kb_tag_pct	tes_down_10kb_tag_pct	other_intergenic_tag_pct
s54	27384184	32218791	30612044	48439693	23656628	23656628.0	14580559	1421954	1421954.0	17808982	3766264	3766264.0	85124588	735973	735973.0	36626081	158789	158789.0	161455822	256404	256404.0	301139461	327922	327922.0	34601673	456237	456237.0	147675048	616869	616869.0	279706221	703303	703303.0	1606747	73.42494012267562	4.413430659145465	11.689650303762173	2.28429738409489	0.4928459295694863	0.7958212957152861	1.0177973468961017	1.4160587217565053	1.9146249156276534	2.182896931172867	4.986987252252885
s55	35553188	42019832	40479589	48439693	32592551	32592551.0	14580559	1751519	1751519.0	17808982	4288582	4288582.0	85124588	838512	838512.0	36626081	185501	185501.0	161455822	265160	265160.0	301139461	318570	318570.0	34601673	484235	484235.0	147675048	617831	617831.0	279706221	689855	689855.0	1540243	77.5646865984614	4.168315094643882	10.206090305168283	1.9955148797358353	0.4414605941308857	0.6310353644441035	0.7581420125620684	1.1523963256207213	1.4703319137496789	1.6417366923313734	3.665514417097146
s56	34507216	40336279	38259035	48439693	29807675	29807675.0	14580559	1877075	1877075.0	17808982	4287791	4287791.0	85124588	995817	995817.0	36626081	223631	223631.0	161455822	337441	337441.0	301139461	414929	414929.0	34601673	579871	579871.0	147675048	772863	772863.0	279706221	875748	875748.0	2077244	73.89792945452405	4.653565094588918	10.630110427389695	2.4687874654972513	0.5544165340585829	0.8365694812850735	1.0286744595355461	1.4375917024969012	1.916049321257422	2.1711174697100843	5.149815628754452
s57	34974362	40870996	38500430	48439693	30367191	30367191.0	14580559	1624254	1624254.0	17808982	4528008	4528008.0	85124588	795575	795575.0	36626081	192057	192057.0	161455822	278883	278883.0	301139461	362464	362464.0	34601673	571954	571954.0	147675048	730520	730520.0	279706221	822938	822938.0	2370566	74.3001002471288	3.9740993833377583	11.078780659027737	1.9465515349809435	0.46991025126962893	0.6823494098357671	0.8868489527390034	1.3994129235313961	1.787379979680456	2.0135012124490435	5.800118010336719
s58	34041800	39735994	37651671	48439693	29534696	29534696.0	14580559	1538392	1538392.0	17808982	4482327	4482327.0	85124588	877297	877297.0	36626081	200234	200234.0	161455822	295078	295078.0	301139461	360505	360505.0	34601673	597374	597374.0	147675048	772624	772624.0	279706221	858454	858454.0	2084323	74.32731140436553	3.8715326965269825	11.280268967224023	2.2078144062534335	0.5039108874437619	0.74259624661711	0.9072504893170661	1.5033573842395889	1.9443932873555396	2.1603939239572063	5.245428112355765
s59	45271400	53149284	50132288	48439693	39699221	39699221.0	14580559	2292182	2292182.0	17808982	5422926	5422926.0	85124588	1043288	1043288.0	36626081	286037	286037.0	161455822	428164	428164.0	301139461	521212	521212.0	34601673	735889	735889.0	147675048	1017161	1017161.0	279706221	1153459	1153459.0	3016996	74.69380208395657	4.312724137544356	10.203196716629334	1.9629389551136758	0.5381765820213119	0.8055875221197711	0.9806566726279888	1.3845699219579326	1.9137811903543234	2.1702249083919924	5.676456525736076
s60	35382434	41164117	38339136	48439693	29892336	29892336.0	14580559	1760422	1760422.0	17808982	4335632	4335632.0	85124588	1032780	1032780.0	36626081	211721	211721.0	161455822	320143	320143.0	301139461	422157	422157.0	34601673	588540	588540.0	147675048	784990	784990.0	279706221	895809	895809.0	2824981	72.6174595218452	4.2765936167172	10.532551931090858	2.5089327192418582	0.5143338796748634	0.7777234721201477	1.025546108519709	1.4297403731507226	1.906976408603639	2.1761890337645284	6.862727068820643
s61	41558964	48830871	46428390	48439693	37158060	37158060.0	14580559	2026586	2026586.0	17808982	4999237	4999237.0	85124588	868854	868854.0	36626081	229063	229063.0	161455822	340413	340413.0	301139461	416178	416178.0	34601673	644476	644476.0	147675048	855702	855702.0	279706221	959475	959475.0	2402481	76.09542741926516	4.1502147278921155	10.23786161831928	1.7793129268572745	0.4690946430179384	0.697126618937434	0.852284613149743	1.3198126242720511	1.7523791455614217	1.9648942981172708	4.920004396399155
s62	35679068	41508767	38449647	48439693	29933354	29933354.0	14580559	1749244	1749244.0	17808982	4234979	4234979.0	85124588	1048434	1048434.0	36626081	217770	217770.0	161455822	356334	356334.0	301139461	452308	452308.0	34601673	628161	628161.0	147675048	900516	900516.0	279706221	1031328	1031328.0	3059120	72.11332969731431	4.21415553008356	10.202613341899555	2.5258134022627075	0.5246361569834151	0.8584547934174966	1.089668599406964	1.5133212701788998	2.1694597673787808	2.484602831011579	7.369816598021329
s63	31882384	37196975	35540853	48439693	27725517	27725517.0	14580559	1678791	1678791.0	17808982	4142219	4142219.0	85124588	779759	779759.0	36626081	267353	267353.0	161455822	346833	346833.0	301139461	390410	390410.0	34601673	609447	609447.0	147675048	763801	763801.0	279706221	824157	824157.0	1656122	74.53702081956934	4.513246036808101	11.135902852315276	2.096296809081921	0.7187493068992842	0.932422596192298	1.0495745957836624	1.6384316197755329	2.0533954710026823	2.215655977401388	4.452302909040318
s64	42349570	50809452	48974855	48439693	39072475	39072475.0	14580559	1860147	1860147.0	17808982	5788686	5788686.0	85124588	893747	893747.0	36626081	193382	193382.0	161455822	331424	331424.0	301139461	415298	415298.0	34601673	586647	586647.0	147675048	830014	830014.0	279706221	944502	944502.0	1834597	76.90001261969918	3.661025511552457	11.392931378201048	1.7590172001855087	0.38060241232280956	0.6522880821466053	0.8173636669019771	1.1546021004123406	1.6335818776396172	1.8589100311493225	3.6107395923105017
s65	43191926	51628623	49585000	48439693	39775364	39775364.0	14580559	2191193	2191193.0	17808982	5158518	5158518.0	85124588	1026192	1026192.0	36626081	235311	235311.0	161455822	382968	382968.0	301139461	480790	480790.0	34601673	588052	588052.0	147675048	827828	827828.0	279706221	952943	952943.0	2043623	77.04130323212378	4.244143795971471	9.991585481565139	1.9876416227486835	0.45577624644376047	0.7417745772533968	0.9312469945208494	1.1390038428876943	1.6034283928122586	1.8457648967317992	3.9583139763382804
s66	49253868	58560488	56257706	48439693	44853722	44853722.0	14580559	2707895	2707895.0	17808982	5472672	5472672.0	85124588	1627504	1627504.0	36626081	305004	305004.0	161455822	466856	466856.0	301139461	579208	579208.0	34601673	631196	631196.0	147675048	882860	882860.0	279706221	1016705	1016705.0	2302782	76.59383234647909	4.624099102452835	9.345331958299255	2.7791844904024705	0.5208358236358959	0.7972201324551804	0.9890764571497423	1.077853039749259	1.5076035568556054	1.7361621030207262	3.9323135421958915
s67	31095704	37255740	35637729	48439693	28272314	28272314.0	14580559	1351686	1351686.0	17808982	4172326	4172326.0	85124588	781185	781185.0	36626081	160452	160452.0	161455822	253421	253421.0	301139461	314626	314626.0	34601673	477629	477629.0	147675048	663716	663716.0	279706221	745592	745592.0	1618011	75.88713578095617	3.6281281756851427	11.199149446501398	2.0968178326346494	0.43067725939680707	0.6802200144192545	0.8445034241703427	1.2820279505923116	1.781513399009119	2.001280876450179	4.342984463602119
s68	39548540	47207899	45152437	48439693	35789436	35789436.0	14580559	1856799	1856799.0	17808982	4995376	4995376.0	85124588	1169590	1169590.0	36626081	190397	190397.0	161455822	314715	314715.0	301139461	402274	402274.0	34601673	603427	603427.0	147675048	817440	817440.0	279706221	938962	938962.0	2055462	75.81238893940186	3.9332379524028385	10.581652871270547	2.4775302963599377	0.40331597896360527	0.6666575015338005	0.8521328178574521	1.2782331194192733	1.731574624831323	1.9889934097681405	4.354063712939227
s69	38097086	44970616	41932470	48439693	32770411	32770411.0	14580559	1708053	1708053.0	17808982	4808794	4808794.0	85124588	1073751	1073751.0	36626081	203017	203017.0	161455822	354622	354622.0	301139461	464751	464751.0	34601673	650950	650950.0	147675048	964266	964266.0	279706221	1106710	1106710.0	3038146	72.8707185153968	3.798153443128286	10.693191305184701	2.387672430370978	0.45144367157434534	0.7885638035289532	1.0334548230337783	1.447500741372989	2.144213457071613	2.460962509386129	6.755846973499318
s70	34832952	41124071	38133085	48439693	29680378	29680378.0	14580559	1508827	1508827.0	17808982	4572618	4572618.0	85124588	1027012	1027012.0	36626081	181950	181950.0	161455822	304228	304228.0	301139461	421633	421633.0	34601673	559282	559282.0	147675048	798210	798210.0	279706221	922617	922617.0	2990986	72.17276227346267	3.6689631238113565	11.11907913980598	2.4973500313235037	0.4424416055501898	0.7397808451405504	1.0252705769329111	1.359986952653593	1.9409800163023745	2.2434962725358587	7.273078582127727
s71	39080942	46446246	44606154	48439693	35507152	35507152.0	14580559	1718726	1718726.0	17808982	5166513	5166513.0	85124588	1005230	1005230.0	36626081	206189	206189.0	161455822	326453	326453.0	301139461	396659	396659.0	34601673	526509	526509.0	147675048	719358	719358.0	279706221	811874	811874.0	1840092	76.44784037013454	3.7004626810959063	11.123639572507109	2.1642868618488564	0.443930387829406	0.7028619708038406	0.8540173515853143	1.1335878469058618	1.5487968607839695	1.7479862635184769	3.961766899309796
s72	51488376	61172908	58366835	48439693	46687967	46687967.0	14580559	2682427	2682427.0	17808982	5477984	5477984.0	85124588	1793025	1793025.0	36626081	292515	292515.0	161455822	502155	502155.0	301139461	629635	629635.0	34601673	658616	658616.0	147675048	943876	943876.0	279706221	1095797	1095797.0	2806073	76.32131367696302	4.384991800618666	8.95491840930629	2.9310769401382717	0.4781773657057467	0.8208780919815026	1.0292709968929383	1.0766465442512558	1.542964084689255	1.7913109509196457	4.587117225161178
s73	35874314	42560096	40645508	48439693	32472353	32472353.0	14580559	1602801	1602801.0	17808982	4374892	4374892.0	85124588	980805	980805.0	36626081	195254	195254.0	161455822	318366	318366.0	301139461	397995	397995.0	34601673	504422	504422.0	147675048	717484	717484.0	279706221	816662	816662.0	1914588	76.29764979853428	3.765971298560981	10.279328317304548	2.3045178281552747	0.4587724614155006	0.7480387262284371	0.935136518489056	1.1851993942870807	1.6858138665852636	1.9188443559901747	4.498551882965677
s74	32856448	38662298	36666794	48439693	28965982	28965982.0	14580559	1520898	1520898.0	17808982	4093085	4093085.0	85124588	1068638	1068638.0	36626081	174446	174446.0	161455822	264659	264659.0	301139461	323942	323942.0	34601673	450293	450293.0	147675048	619273	619273.0	279706221	694249	694249.0	1995504	74.92048713710706	3.9338013482799186	10.586760776609811	2.7640312533931635	0.4512044265966808	0.6845402722828322	0.8378756999907249	1.1646824511052085	1.6017490734772155	1.7956744319750473	5.161369352644273
s75	34130716	40894327	39038437	48439693	31439995	31439995.0	14580559	1557160	1557160.0	17808982	4224484	4224484.0	85124588	711210	711210.0	36626081	173111	173111.0	161455822	281468	281468.0	301139461	351249	351249.0	34601673	446293	446293.0	147675048	648049	648049.0	279706221	754339	754339.0	1855890	76.88106714655068	3.8077653166905034	10.330244583802541	1.7391409815840715	0.42331299400036587	0.6882812865461755	0.8589186465888043	1.0913323014216616	1.584691685964168	1.844605487700042	4.538257837083369
s76	37628052	44991622	42981206	48439693	34803525	34803525.0	14580559	1746834	1746834.0	17808982	4410647	4410647.0	85124588	799592	799592.0	36626081	205852	205852.0	161455822	327439	327439.0	301139461	409503	409503.0	34601673	485626	485626.0	147675048	696104	696104.0	279706221	811105	811105.0	2010416	77.35556855451888	3.8825761827390886	9.803262927484587	1.7772019866276436	0.45753407156559056	0.7277777182605242	0.9101761212343044	1.0793698435677648	1.5471858293973042	1.802791195214078	4.468423032181414
