Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
s12_2 - Adapter 1	4245359	1281322	377029	102428	25164	6352	1717	817	1176	1468	854	475	316	253	238	180	177	161	172	128	109	122	100	81	69	190	79	164	142	224	183	688	187	155	100	91	129	193	168	172	323	322	327	1038	530	353	544	515	1257	6154	13764
s13_1 - Adapter 1	3894113	1187756	282623	66746	22471	4961	2460	2049	1956	2112	1538	1171	939	724	663	548	526	533	417	358	293	196	149	86	92	48	46	29	28	35	32	50	39	33	37	34	50	48	45	49	51	74	64	64	42	90	62	261	378	3772	131351
s13_2 - Adapter 1	3879066	1269613	371049	95028	25698	9801	2996	2072	2380	2384	1985	1372	935	773	667	587	556	547	462	369	321	271	354	143	206	917	253	545	655	944	741	2919	562	360	340	224	271	688	470	468	1145	768	1051	4758	1857	888	2379	1492	5954	30751	69060
s14_1 - Adapter 1	3993238	1215943	300871	71479	21969	3155	1052	812	865	1196	532	429	269	253	244	211	236	183	163	172	133	99	73	75	42	43	61	40	55	64	42	36	56	42	49	96	88	81	89	67	144	140	79	101	56	253	120	299	219	158	7241
s14_2 - Adapter 1	4097167	1257991	354570	96609	26172	7840	2575	1070	2275	1316	867	529	280	266	252	216	230	199	175	162	132	115	100	91	53	98	47	69	68	119	77	186	84	69	60	106	75	122	111	88	137	206	153	359	206	274	189	365	401	1559	4187
s15_1 - Adapter 1	3232290	999285	248122	56961	17112	2781	965	687	770	952	484	329	292	224	228	193	194	145	131	130	91	82	72	28	42	35	46	39	22	51	28	57	36	34	41	89	68	62	53	44	105	89	60	90	62	179	92	238	166	339	17116
s15_2 - Adapter 1	3308183	994595	283091	74683	22575	6401	2296	1020	1956	1075	742	418	294	247	232	201	204	173	139	125	108	87	104	47	63	121	71	83	100	168	126	380	97	94	75	93	92	144	114	86	187	228	161	597	300	260	347	383	732	3614	9839
s16_1 - Adapter 1	3764778	1155616	279812	65647	19345	3528	1181	796	801	1225	490	325	237	202	193	151	175	158	137	121	82	67	48	43	20	38	37	39	40	42	25	42	47	42	51	56	48	57	50	56	73	104	42	83	56	127	78	199	198	612	34073
s16_2 - Adapter 1	3762350	1134520	315231	81265	27485	7972	3163	1243	1481	1073	787	498	244	224	190	162	181	167	138	118	97	84	102	58	61	201	85	142	181	281	207	575	175	101	126	107	102	183	149	156	307	305	260	1083	466	309	574	478	1361	7142	19736
s17_1 - Adapter 1	4002868	1256186	303254	69988	20410	3684	1347	960	1043	1337	641	453	353	282	256	257	224	240	195	151	119	109	81	62	36	42	50	59	48	56	40	44	40	62	31	82	66	80	102	56	139	148	68	121	73	197	105	223	167	228	12044
s17_2 - Adapter 1	4158212	1261500	352063	91964	27223	8589	3296	1280	2829	1480	1062	629	368	303	270	267	247	246	197	147	135	126	130	88	56	134	59	85	100	151	113	270	104	95	70	88	72	128	152	92	146	256	158	508	284	266	235	339	540	2457	6974
s18_1 - Adapter 1	2728382	861847	215004	49252	13428	2068	756	502	582	757	350	241	194	139	140	114	117	110	107	109	73	43	46	25	20	20	30	24	19	30	23	26	16	15	23	28	34	33	39	16	53	58	34	45	40	90	42	75	89	232	10629
s18_2 - Adapter 1	2777550	844733	236337	60835	18967	5944	2257	819	1283	927	561	451	203	162	153	115	114	121	110	93	71	55	66	51	24	67	37	62	57	101	82	196	61	63	53	43	64	82	70	51	113	132	106	375	164	135	163	176	456	2244	6174
s19_1 - Adapter 1	2498962	752514	180139	41874	12137	1959	561	397	420	749	280	229	146	131	90	111	80	78	60	69	64	44	29	36	18	28	38	19	29	27	19	24	29	45	22	64	44	46	42	39	60	72	35	81	43	100	62	133	113	203	10502
s19_2 - Adapter 1	2477935	771104	209589	53418	16710	5359	2008	788	1284	630	535	383	158	146	102	115	80	99	65	68	73	51	76	41	30	91	35	52	72	98	88	198	67	83	42	82	55	91	75	56	113	152	93	418	180	159	165	241	435	2222	6111
s20_1 - Adapter 1	2439106	765462	183752	42381	11809	2063	792	494	558	817	375	266	191	148	177	107	139	97	117	95	74	49	40	28	31	25	40	34	31	30	24	22	20	31	36	43	46	48	49	54	95	96	39	50	47	125	77	134	78	85	3304
s20_2 - Adapter 1	2497895	754823	207519	54750	16698	5031	1736	670	1092	778	560	358	198	155	165	117	129	97	133	79	72	55	57	46	28	52	27	39	46	53	41	85	39	40	38	47	46	71	61	54	79	138	74	152	108	131	97	152	196	704	1930
s21_1 - Adapter 1	3160675	979069	239768	56207	15704	2724	870	646	667	1015	440	303	230	190	158	161	127	146	133	99	84	68	51	47	33	30	44	31	31	45	28	44	31	41	33	72	43	73	73	51	78	114	53	78	62	167	69	199	170	271	13315
s21_2 - Adapter 1	3267108	988474	282179	72858	20651	6173	2343	832	1494	1033	662	417	242	214	158	164	131	153	146	91	90	90	98	61	36	121	67	84	101	143	102	315	98	73	72	93	70	125	112	86	157	205	144	524	247	215	253	281	582	2827	7521
s22_1 - Adapter 1	3405503	1031292	252992	61557	18019	2881	966	650	713	936	514	361	238	219	177	185	163	156	121	109	92	73	56	51	59	27	58	50	50	50	38	44	58	49	43	66	65	72	80	60	111	106	58	100	74	194	78	209	137	203	9706
s22_2 - Adapter 1	3495458	1072998	303610	80629	20521	6172	2387	874	2117	1100	851	471	253	221	188	184	160	173	123	106	88	80	79	70	67	79	54	89	71	139	83	186	104	82	78	84	72	116	114	93	143	196	125	357	233	241	215	310	476	1949	5454
s23_1 - Adapter 1	3901423	1229814	295288	66512	18901	3448	1254	896	893	1325	639	494	389	340	286	271	261	262	218	205	150	114	92	72	48	47	64	46	48	46	27	24	52	68	45	92	72	82	90	49	79	175	116	88	69	221	80	258	172	543	18119
s23_2 - Adapter 1	4045318	1231659	343110	88605	26748	8568	3232	1221	2259	1308	925	656	405	364	300	280	258	273	251	205	152	140	152	86	83	143	81	120	134	172	168	364	130	121	99	111	102	182	146	92	202	273	206	661	351	298	323	409	907	3985	10133
s24_1 - Adapter 1	4289831	1285506	317916	75542	22923	3782	1394	1065	1148	1530	830	572	415	347	303	305	304	238	241	174	158	134	86	72	35	50	79	49	47	52	46	40	48	43	42	75	63	80	69	52	74	143	102	88	68	185	96	235	210	1456	55673
s24_2 - Adapter 1	4327977	1329600	381112	98294	27320	8555	3415	1384	2200	1508	1211	750	431	358	342	312	306	243	253	179	168	182	191	88	102	337	134	250	283	424	335	957	261	189	171	158	156	299	223	203	451	505	450	1710	775	480	868	721	2462	11831	31787
s25_1 - Adapter 1	3793845	1164662	271408	63811	18215	3450	1294	887	938	1296	638	503	365	327	326	252	222	208	187	148	141	109	87	78	55	42	55	50	42	60	45	56	61	52	77	99	89	92	110	68	106	218	163	125	66	254	121	285	209	1183	47741
s25_2 - Adapter 1	3939008	1232552	331377	84642	24336	7536	3288	1541	2275	1275	1111	922	349	348	326	259	233	229	203	154	138	135	173	102	112	288	125	198	275	335	339	913	236	201	173	167	161	283	223	214	421	483	363	1581	639	451	811	667	2098	10400	26789
s26_1 - Adapter 1	4638173	1337342	285199	70683	16863	3341	1250	1061	1008	1283	758	608	461	388	350	322	295	240	251	184	157	99	87	67	54	50	52	40	44	56	46	55	68	100	64	101	95	91	84	97	153	236	194	128	84	230	191	278	198	920	37211
s26_2 - Adapter 1	4933915	1663768	400981	101228	21617	7789	5669	2963	2575	1757	2008	2110	469	416	342	331	305	253	272	182	157	117	138	97	93	278	110	179	171	282	242	741	219	206	142	161	165	265	190	185	390	421	329	1220	545	408	710	530	1681	7773	21344
s27_1 - Adapter 1	3150227	992218	236998	54788	15049	2391	869	661	676	1093	437	364	256	225	212	172	193	164	149	165	123	98	68	55	47	28	47	38	36	50	37	59	41	35	51	72	67	102	83	50	76	163	99	89	61	172	114	263	201	934	36393
s27_2 - Adapter 1	3174736	978058	263073	68957	21989	6821	2511	1045	1377	968	684	528	237	251	215	185	187	171	156	156	129	100	118	82	71	255	90	193	182	291	234	722	162	136	125	130	142	229	189	143	337	355	281	1155	515	360	557	520	1631	7771	21058
s28_1 - Adapter 1	4183795	1241935	267083	67777	15426	3409	1821	1535	1482	1695	1117	922	858	723	671	581	548	481	404	342	304	199	173	136	80	60	78	56	45	64	26	41	60	93	52	156	95	137	104	80	148	388	192	141	91	272	211	326	252	403	12133
s28_2 - Adapter 1	4483351	1479741	366444	96938	21863	7612	5813	3622	2703	2158	2373	2120	849	770	648	590	569	473	422	345	296	218	211	153	102	136	93	111	109	154	94	258	108	153	80	158	102	166	154	123	223	441	226	572	303	355	342	428	673	2565	7115
s29_1 - Adapter 1	4600926	1391386	347207	89123	25903	4658	1822	1388	1491	1708	1035	811	595	453	423	375	361	328	310	267	229	138	98	84	74	59	109	65	82	81	64	66	60	78	50	77	87	65	94	87	162	141	96	149	100	243	134	349	275	600	36933
s29_2 - Adapter 1	4649187	1432024	408567	109495	29167	8942	2856	1585	2671	2025	1353	831	606	485	425	396	370	347	328	232	200	145	131	112	94	155	77	97	127	189	148	515	148	134	128	156	130	212	179	167	301	370	340	1187	646	395	654	607	1385	7618	22703
s30_1 - Adapter 1	4029523	1219736	304626	78189	21827	3562	1190	876	903	1261	709	500	313	317	269	267	244	221	216	159	144	91	79	59	61	51	57	33	46	52	35	38	59	52	40	69	52	64	72	70	115	103	74	119	60	184	94	344	274	774	45602
s30_2 - Adapter 1	4093823	1256816	355569	93514	25732	7600	2493	1210	2304	1540	1103	675	348	341	303	291	251	229	231	158	142	100	114	87	79	151	96	98	135	206	152	616	176	148	112	136	148	295	174	201	342	359	357	1297	685	369	787	639	1717	9842	27674
s31_1 - Adapter 1	4160635	1271719	314224	81796	22823	3622	1295	1055	1134	1376	763	596	469	340	331	308	274	271	237	198	175	126	90	87	61	55	93	56	61	57	64	56	71	81	49	99	89	85	88	90	190	169	100	170	117	292	143	361	440	918	60100
s31_2 - Adapter 1	4251665	1316549	370489	98332	27234	8421	2858	1403	2903	1691	1191	794	483	389	340	327	288	307	253	209	164	146	131	127	91	205	120	131	168	239	253	779	240	203	150	205	182	347	228	260	474	512	464	1716	907	541	1082	831	2162	12561	37005
s32_1 - Adapter 1	3866282	1204601	289784	71882	19079	3733	1527	1035	1166	1446	901	708	554	466	429	333	367	330	306	236	192	157	130	107	96	59	88	68	69	84	77	79	88	88	84	102	138	108	120	131	261	238	152	189	109	394	214	414	368	381	20490
s32_2 - Adapter 1	4002230	1205269	333279	89193	25760	8172	2558	1176	1878	1831	1070	816	556	474	416	325	364	330	296	225	172	138	155	132	99	83	90	87	103	139	128	306	161	151	112	133	155	185	169	173	289	408	296	729	417	460	419	619	849	4358	12659
s33_1 - Adapter 1	4328881	1365524	328907	79331	22789	3802	1473	1186	1125	1362	781	606	543	411	379	314	336	296	281	246	174	158	131	128	73	67	61	91	83	81	77	88	83	91	80	138	123	168	177	143	218	261	134	236	153	430	213	503	460	992	55860
s33_2 - Adapter 1	4442930	1367613	379783	100392	29152	9083	3049	1520	2703	1629	1039	692	553	441	381	341	347	292	277	224	168	164	164	138	105	213	107	177	181	276	274	914	279	203	183	216	241	362	315	269	471	596	473	1774	977	689	955	936	2193	11828	33675
s34_1 - Adapter 1	4347748	1338243	304459	73934	19816	4039	1845	1390	1469	1677	1011	802	706	525	494	445	398	405	340	264	256	153	159	108	84	65	73	102	88	114	59	97	109	160	138	163	138	169	213	154	328	379	199	259	172	434	239	465	332	423	19933
s34_2 - Adapter 1	4534264	1441194	375132	99111	25709	8557	4636	2636	2446	2152	1810	1646	676	547	493	446	426	381	356	253	239	160	183	131	86	119	91	139	118	195	120	336	206	232	186	195	206	210	269	214	339	560	302	691	482	530	456	649	897	4080	12048
s35_1 - Adapter 1	3715849	1174718	280632	68434	20278	3700	1776	1420	1378	1504	925	748	603	455	465	364	384	328	281	251	186	153	110	85	66	52	88	55	54	50	47	53	80	69	64	102	76	89	95	82	98	213	169	133	86	229	135	317	202	630	23329
s35_2 - Adapter 1	3814909	1189570	323168	85325	25682	8286	3252	1672	2441	1695	1231	919	592	474	467	394	383	339	290	244	176	168	128	86	72	130	82	91	101	144	112	359	170	129	98	145	121	162	160	171	248	303	261	713	427	365	488	510	1057	5056	14128
s36_1 - Adapter 1	4728367	1433357	346332	86968	25256	4032	1442	1252	1122	1381	801	655	433	396	323	318	329	272	295	207	196	141	99	83	64	59	176	76	97	94	77	100	114	92	69	125	119	100	111	124	135	237	232	155	110	298	141	466	243	704	28344
s36_2 - Adapter 1	4824918	1497563	425871	113010	29355	7802	2498	1161	1898	1759	1192	622	426	419	319	328	309	281	281	198	174	146	131	90	90	132	104	96	131	178	129	416	163	148	122	167	153	185	185	209	290	366	319	896	556	441	510	687	1307	6088	17147
s37_1 - Adapter 1	4631261	1445688	350765	85187	25201	4266	1746	1233	1199	1570	873	658	507	448	403	353	346	299	261	234	202	138	115	95	73	69	85	56	94	76	83	109	90	93	90	167	128	112	97	130	167	343	273	186	108	377	199	548	270	593	23497
s37_2 - Adapter 1	4707153	1444289	400504	105794	30310	9173	3039	1438	2464	1737	1125	702	501	478	415	361	327	279	258	227	196	123	141	100	91	137	103	99	121	149	153	395	168	148	110	194	149	200	143	211	323	417	306	830	527	499	504	722	1064	5064	14157
s38_1 - Adapter 1	3853868	1191014	290186	70677	21327	3148	1145	868	777	1148	584	476	331	286	255	230	219	203	180	167	119	107	68	72	45	43	77	52	42	79	78	76	56	64	71	97	93	62	76	88	113	199	189	102	76	263	140	358	236	611	25977
s38_2 - Adapter 1	3921247	1215154	339164	90164	25369	7647	2185	969	2096	1270	949	496	328	295	274	236	210	228	183	168	100	108	81	75	53	116	78	76	100	168	118	366	133	124	102	152	125	170	156	168	237	302	284	771	466	386	520	558	1210	5497	15868
s39_1 - Adapter 1	3380637	1057494	255024	59852	16799	2714	938	565	632	960	445	336	213	205	183	143	166	118	146	115	82	62	62	37	39	36	50	44	37	53	38	43	32	38	32	81	63	49	52	57	73	139	110	94	68	207	98	274	187	611	29145
s39_2 - Adapter 1	3375721	1038853	281311	73937	21952	6500	2131	834	1260	1082	586	392	212	211	186	140	160	133	144	119	87	76	68	47	57	91	76	89	110	194	117	436	145	100	111	123	106	190	141	130	223	278	234	829	446	327	500	468	1200	6144	17917
s40_1 - Adapter 1	3835379	1180011	290070	74164	20124	3220	1057	745	873	1251	657	447	329	258	233	188	206	186	179	158	108	90	73	62	53	34	59	45	39	43	47	54	54	57	53	66	81	77	81	71	86	222	147	119	66	236	122	262	241	667	26245
s40_2 - Adapter 1	3906883	1205282	339275	88661	25321	7830	2176	972	2423	1330	929	531	340	285	248	205	222	213	183	150	108	93	89	77	71	92	70	83	99	145	133	399	166	129	103	119	121	210	136	170	250	351	263	827	440	338	456	455	1112	5875	15965
s41_1 - Adapter 1	5310128	1605485	396704	98978	28828	4250	1481	1114	1112	1354	782	562	397	283	273	230	234	224	173	191	126	103	86	84	64	62	159	56	78	86	89	85	95	76	57	113	100	88	98	101	160	155	112	176	103	308	138	400	251	364	16884
s41_2 - Adapter 1	5446758	1656705	480227	127926	32360	8488	2742	1120	3355	1816	1259	575	399	307	269	256	228	221	191	166	116	106	118	96	87	236	95	138	151	206	164	479	167	141	112	128	111	152	156	141	254	328	259	846	429	372	374	528	747	3709	8407
s42_1 - Adapter 1	5211692	1621173	396198	94157	26413	4039	1321	1093	877	1204	617	356	318	220	207	192	160	161	156	118	92	76	79	72	60	50	61	45	46	67	56	70	80	73	57	119	94	86	94	97	159	175	116	150	91	301	139	362	341	567	26861
s42_2 - Adapter 1	5360222	1628940	462033	119170	32568	9892	3157	1160	4142	1634	1249	471	331	237	213	208	155	160	162	110	79	91	141	86	91	372	119	171	185	296	229	645	179	164	138	160	131	194	199	194	323	409	341	1198	555	429	562	611	1278	6131	13106
s43_1 - Adapter 1	5449932	1671797	413180	101477	28870	4347	1536	1075	1264	1396	779	487	350	285	288	231	249	210	217	198	176	125	137	118	104	75	88	72	47	64	54	89	79	77	68	86	126	99	97	113	166	214	135	157	83	314	188	462	342	465	21571
s43_2 - Adapter 1	5505457	1704046	478776	127211	33817	9986	2643	1217	2605	2008	1225	597	379	298	294	253	242	225	213	171	144	119	146	106	101	320	124	168	182	248	196	582	165	148	136	141	164	217	206	201	306	424	339	1062	434	440	499	673	1059	4736	10619
s44_1 - Adapter 1	4478416	1326261	336371	82717	23586	3193	897	607	690	936	476	290	159	141	126	118	100	71	83	72	72	41	39	55	50	36	51	38	55	40	44	46	55	55	47	99	81	63	69	58	85	111	64	87	66	157	100	224	127	150	5619
s44_2 - Adapter 1	4529143	1358840	385909	102897	26805	6512	2006	892	3663	1354	924	389	183	153	129	113	93	79	89	63	67	52	61	53	48	87	54	68	63	80	70	165	81	65	53	86	79	70	76	90	101	174	111	309	171	192	171	246	308	1296	2795
s45_1 - Adapter 1	5087449	1603523	380282	92182	26034	4598	1828	1350	1464	1714	1038	717	616	525	467	423	418	353	327	272	220	174	129	110	86	60	43	62	49	59	75	76	61	66	79	113	98	171	98	103	98	322	192	139	86	359	159	462	394	660	18986
s45_2 - Adapter 1	5269218	1627018	454684	121419	34828	10662	3942	1675	2621	2164	1475	953	665	564	479	466	437	380	326	266	242	183	223	135	130	318	125	205	179	240	195	490	171	162	130	138	133	234	197	168	278	469	305	886	492	461	487	703	1094	4358	9205
s46_1 - Adapter 1	5534500	1723164	414421	99995	28286	4775	1737	1233	1238	1623	945	616	486	383	407	316	368	304	282	240	198	129	123	108	79	59	63	93	75	80	91	111	97	104	91	145	143	179	152	132	162	302	253	170	123	350	209	528	336	1133	39706
s46_2 - Adapter 1	5628776	1740702	481992	127715	37491	11062	3615	1547	2407	2039	1254	727	520	434	436	390	383	329	303	242	216	157	248	139	131	575	187	378	300	456	357	1001	279	236	196	242	225	355	302	265	541	619	533	1636	813	605	840	928	2067	8861	19257
s47_1 - Adapter 1	6207903	1904579	470767	115658	33929	5456	1910	1309	1554	1844	1027	666	537	438	400	364	364	334	306	274	203	163	125	99	93	74	66	68	56	77	80	82	75	78	86	122	149	142	115	124	146	259	256	157	93	358	169	484	284	786	26406
s47_2 - Adapter 1	6336024	1937599	549651	148048	40768	11235	3792	1593	3116	2495	1514	913	574	472	430	372	383	341	320	268	215	195	217	138	120	412	140	236	200	294	271	700	219	210	162	167	190	276	226	261	382	436	355	1301	624	509	582	741	1284	6074	12679
s48_1 - Adapter 1	5896446	1811858	442898	107659	30707	5111	1852	1402	1465	1859	1075	677	528	531	449	381	382	354	306	281	220	156	130	102	79	80	70	67	60	82	68	75	100	105	72	118	156	140	127	109	125	304	234	157	98	343	157	446	346	1164	43007
s48_2 - Adapter 1	6027242	1850897	523774	138809	39312	11850	4037	1741	2951	2223	1507	969	550	558	465	428	403	373	320	278	225	190	256	131	127	607	158	345	335	502	320	1095	268	232	188	202	201	363	268	256	506	597	472	1821	885	604	816	837	2277	9586	21150
s49_1 - Adapter 1	5823916	1846218	436455	101711	27808	4915	1845	1236	1331	1592	900	566	475	376	371	302	303	277	244	220	194	131	143	106	91	102	76	79	64	87	92	92	109	84	93	111	155	126	133	119	149	309	267	205	129	400	186	533	433	1673	62435
s49_2 - Adapter 1	5944440	1822974	504234	129098	37480	11603	4832	1689	2370	2171	1229	876	494	448	396	322	327	324	256	227	213	168	310	143	166	853	254	546	494	665	472	1721	356	277	278	212	267	475	373	334	764	755	642	2647	1192	715	1172	1112	2956	14264	30380
s50_1 - Adapter 1	5856480	1832304	444574	106815	29192	5168	2159	1828	1513	1863	1065	724	613	493	433	366	394	346	316	248	197	158	140	143	106	114	111	92	87	139	109	106	123	132	131	232	189	169	153	152	185	445	360	237	159	596	260	673	435	1029	31603
s50_2 - Adapter 1	6022179	1835241	515002	133472	37717	11780	4006	1825	3750	2208	1594	878	616	547	419	392	417	326	332	235	189	188	198	166	141	563	183	354	280	395	311	865	266	216	208	268	209	311	280	277	502	676	494	1409	813	755	717	976	1618	7310	15352
s51_1 - Adapter 1	3140749	980692	238481	58093	17173	3091	1236	969	960	1333	742	518	451	348	314	267	279	283	243	185	169	128	106	66	57	35	57	33	29	30	40	43	36	26	29	52	38	32	44	52	85	78	54	74	49	153	84	236	360	1157	62631
s51_2 - Adapter 1	3183111	999616	271104	72268	21759	6632	2347	1377	2585	1543	1021	611	465	369	334	295	284	284	268	193	173	143	249	105	111	399	140	229	235	396	293	1854	260	210	166	163	135	537	276	271	512	667	522	2003	1213	495	1256	710	2133	10118	36107
s52_1 - Adapter 1	3238570	1028509	244627	60962	15980	3005	1442	1125	1170	1469	956	756	564	458	403	332	358	311	323	277	248	181	105	102	73	45	55	50	31	49	49	48	49	44	58	57	65	68	54	61	100	91	96	92	65	167	153	272	326	815	41648
s52_2 - Adapter 1	3228624	1035609	264008	71444	22577	6964	2820	1664	1721	1959	1219	861	543	470	419	342	344	330	339	280	245	192	202	133	101	289	107	151	174	275	199	1263	239	195	147	151	146	372	228	227	375	502	378	1283	889	418	882	592	1412	6989	23963
s53_1 - Adapter 1	4073123	1266589	310040	76871	21136	3803	1675	1341	1233	1630	939	702	542	480	415	392	354	344	340	266	189	163	115	83	57	71	65	38	39	44	56	47	46	43	41	85	58	68	65	50	128	145	64	123	74	204	101	257	216	428	22924
s53_2 - Adapter 1	4145638	1277326	356806	93460	27067	8602	3105	1644	2963	1797	1152	806	544	518	420	400	356	350	351	271	209	177	195	117	73	221	85	127	105	191	161	764	160	108	104	123	129	237	154	143	258	322	265	796	558	323	504	419	869	3702	13186
